region_id,T_EI_ns_IndSt_nsP,T_EI_ns_TotM,T_EI_ns_TotF,T_EI_ns_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_IndigStat_nsM,Tot_IndigStat_nsF,Tot_IndigStat_nsP,Tot_TotM,Tot_TotF,Tot_TotP
LGA36910,5064,4831,4826,9657,1018,1167,2185,18007,19497,37504,2865,2561,5426,21890,23225,45115
LGA36950,263,258,246,504,409,405,814,84,103,187,152,131,283,645,639,1284
LGA36960,48,139,108,247,697,642,1339,41,28,69,38,13,51,776,683,1459
LGA37010,8773,7796,6370,14166,2365,2294,4659,19646,21960,41606,5175,4024,9199,27186,28278,55464
LGA37300,288,229,178,407,117,141,258,273,286,559,177,129,306,567,556,1123
LGA37310,1850,1543,1271,2814,252,278,530,3266,3342,6608,1113,800,1913,4631,4420,9051
LGA37340,2880,2239,1561,3800,242,241,483,2719,2770,5489,1786,1149,2935,4747,4160,8907
LGA37400,33,55,34,89,24,18,42,111,121,232,22,11,33,157,150,307
LGA37550,9,27,17,44,128,129,257,3,3,6,3,6,9,134,138,272
LGA37570,0,3,0,3,29,17,46,0,0,0,0,0,0,29,17,46
LGA37600,4,30,27,57,314,349,663,6,3,9,4,3,7,324,355,679
LGA39399,67,52,35,87,0,0,0,36,28,64,43,24,67,79,52,131
LGA39499,1080,1296,648,1944,166,138,304,858,709,1567,729,363,1092,1753,1210,2963
LGA40070,1583,1345,836,2181,81,40,121,3403,3531,6934,948,672,1620,4432,4243,8675
LGA40120,756,880,834,1714,49,42,91,5293,5466,10759,469,369,838,5811,5877,11688
LGA40220,555,563,596,1159,58,70,128,2283,2624,4907,308,290,598,2649,2984,5633
LGA40250,23,65,66,131,341,337,678,20,24,44,13,13,26,374,374,748
LGA40310,469,480,494,974,33,29,62,2573,2716,5289,258,245,503,2864,2990,5854
LGA40430,73,87,80,167,10,8,18,215,235,450,43,30,73,268,273,541
LGA40520,360,377,406,783,78,104,182,1163,1248,2411,215,172,387,1456,1524,2980
LGA40700,1130,939,1118,2057,24,37,61,5741,6326,12067,624,599,1223,6389,6962,13351
LGA40910,983,1136,1301,2437,46,52,98,6180,6471,12651,564,579,1143,6790,7102,13892
LGA41010,102,119,120,239,130,176,306,269,281,550,60,48,108,459,505,964
LGA41060,2938,3390,3331,6721,264,274,538,12192,12878,25070,1760,1490,3250,14216,14642,28858
LGA41140,201,227,242,469,14,14,28,940,1071,2011,114,109,223,1068,1194,2262
LGA41190,22,22,29,51,3,3,6,187,170,357,12,13,25,202,186,388
LGA41330,133,145,115,260,48,51,99,122,116,238,78,59,137,248,226,474
LGA41560,258,342,341,683,58,55,113,1201,1332,2533,156,138,294,1415,1525,2940
LGA41750,11,19,13,32,4,4,8,99,124,223,11,3,14,114,131,245
LGA41830,54,56,55,111,38,38,76,158,158,316,33,30,63,229,226,455
LGA41960,79,52,59,111,3,0,3,125,126,251,39,45,84,167,171,338
LGA42030,608,591,643,1234,57,74,131,2277,2618,4895,322,323,645,2656,3015,5671
LGA42110,106,133,122,255,17,4,21,449,476,925,57,62,119,523,542,1065
LGA42250,156,366,191,557,41,21,62,1079,1047,2126,89,79,168,1209,1147,2356
LGA42600,1269,1014,1105,2119,35,29,64,3570,4119,7689,686,636,1322,4291,4784,9075
LGA42750,162,145,134,279,9,12,21,416,465,881,95,70,165,520,547,1067
LGA43080,31,35,27,62,3,3,6,94,126,220,20,11,31,117,140,257
LGA43220,43,33,38,71,0,3,3,102,117,219,22,21,43,124,141,265
LGA43360,57,89,59,148,8,4,12,231,232,463,43,14,57,282,250,532
LGA43650,319,359,314,673,26,33,59,1902,1904,3806,198,157,355,2126,2094,4220
LGA43710,76,232,115,347,34,35,69,711,602,1313,49,42,91,794,679,1473
LGA43790,251,307,291,598,51,53,104,1276,1346,2622,147,129,276,1474,1528,3002
LGA43920,260,263,247,510,41,40,81,947,1056,2003,159,127,286,1147,1223,2370
LGA44000,0,4,4,8,17,7,24,0,4,4,0,0,0,17,11,28
LGA44060,2016,2140,2192,4332,193,185,378,9868,10704,20572,1144,1070,2214,11205,11959,23164
LGA44210,363,509,296,805,53,37,90,866,767,1633,222,163,385,1141,967,2108
LGA44340,1251,1202,1234,2436,69,75,144,8553,9181,17734,718,658,1376,9340,9914,19254
LGA44550,577,610,578,1188,57,49,106,3759,4218,7977,361,292,653,4177,4559,8736
LGA44620,467,683,735,1418,130,146,276,2888,3308,6196,296,239,535,3314,3693,7007
LGA44830,97,91,107,198,14,26,40,276,298,574,55,54,109,345,378,723
LGA45040,704,1092,729,1821,263,188,451,2245,2230,4475,406,333,739,2914,2751,5665
LGA45090,204,225,228,453,30,24,54,919,937,1856,105,105,210,1054,1066,2120
LGA45120,105,130,100,230,16,12,28,463,472,935,76,49,125,555,533,1088
LGA45290,1161,1084,955,2039,49,36,85,4572,4815,9387,696,543,1239,5317,5394,10711
LGA45340,3848,4177,4240,8417,487,514,1001,18973,20592,39565,2247,1991,4238,21707,23097,44804
LGA45400,15,23,10,33,3,8,11,85,82,167,10,8,18,98,98,196
LGA45540,63,74,65,139,13,18,31,180,175,355,34,29,63,227,222,449
LGA45680,2685,3101,2966,6067,528,503,1031,9833,10517,20350,1560,1432,2992,11921,12452,24373
LGA45890,3833,4802,4170,8972,674,590,1264,14172,14402,28574,2261,1885,4146,17107,16877,33984
LGA46090,927,1179,841,2020,551,441,992,1311,1233,2544,517,443,960,2379,2117,4496
LGA46300,405,486,445,931,160,167,327,1421,1648,3069,243,197,440,1824,2012,3836
LGA46450,405,565,558,1123,92,120,212,1963,2055,4018,241,208,449,2296,2383,4679
LGA46510,533,558,475,1033,36,36,72,2684,2810,5494,334,241,575,3054,3087,6141
LGA46670,406,374,368,742,31,35,66,1021,1071,2092,218,212,430,1270,1318,2588
LGA46860,69,63,41,104,3,3,6,134,127,261,42,27,69,179,157,336
LGA46970,441,390,125,515,8,18,26,530,514,1044,363,94,457,901,626,1527
LGA47140,4314,4604,4546,9150,472,517,989,15729,16489,32218,2521,2203,4724,18722,19209,37931
LGA47290,37,60,58,118,8,3,11,203,248,451,28,16,44,239,267,506
LGA47490,102,92,72,164,8,6,14,206,245,451,70,38,108,284,289,573
LGA47630,102,145,142,287,12,6,18,784,798,1582,63,54,117,859,858,1717
LGA47700,1846,2101,2290,4391,172,178,350,11632,12391,24023,1080,966,2046,12884,13535,26419
LGA47800,300,273,229,502,56,70,126,541,544,1085,181,128,309,778,742,1520
LGA47910,29,42,69,111,0,6,6,246,278,524,15,17,32,261,301,562
LGA47980,1093,981,987,1968,26,44,70,4745,5387,10132,636,529,1165,5407,5960,11367
LGA48050,685,516,580,1096,30,32,62,1082,1252,2334,367,345,712,1479,1629,3108
LGA48130,211,217,185,402,19,17,36,721,789,1510,148,94,242,888,900,1788
LGA48260,275,224,215,439,6,4,10,902,984,1886,159,125,284,1067,1113,2180
LGA48340,225,328,344,672,34,36,70,1367,1445,2812,137,111,248,1538,1592,3130
LGA48410,1553,1645,1785,3430,105,104,209,6754,7406,14160,918,787,1705,7777,8297,16074
LGA48540,936,936,881,1817,170,201,371,2450,2632,5082,555,443,998,3175,3276,6451
LGA48640,17,27,37,64,6,3,9,116,160,276,10,7,17,132,170,302
LGA48750,100,118,102,220,11,0,11,354,461,815,58,52,110,423,513,936
LGA48830,209,268,255,523,53,85,138,958,968,1926,117,109,226,1128,1162,2290
LGA49399,418,399,319,718,174,181,355,300,251,551,255,171,426,729,603,1332
LGA49499,184,301,159,460,34,31,65,331,245,576,116,71,187,481,347,828
LGA50080,935,1327,906,2233,322,193,515,3918,3995,7913,578,445,1023,4818,4633,9451
LGA50210,2819,2553,2377,4930,327,365,692,7113,7404,14517,1592,1362,2954,9032,9131,18163
LGA50250,1329,1162,359,1521,140,125,265,761,657,1418,1050,290,1340,1951,1072,3023
LGA50280,717,560,464,1024,34,19,53,1268,1347,2615,410,322,732,1712,1688,3400
LGA50350,521,497,498,995,86,67,153,1582,1614,3196,306,247,553,1974,1928,3902
LGA50420,2541,2401,1928,4329,156,167,323,6707,6976,13683,1569,1112,2681,8432,8255,16687
LGA50490,2091,1881,1585,3466,205,212,417,3757,3807,7564,1225,973,2198,5187,4992,10179
LGA50560,46,50,46,96,20,14,34,135,129,264,23,23,46,178,166,344
LGA50630,347,335,88,423,18,21,39,204,163,367,294,56,350,516,240,756
LGA50770,31,42,42,84,4,6,10,159,171,330,15,16,31,178,193,371
LGA50840,81,94,98,192,16,3,19,453,510,963,50,38,88,519,551,1070
LGA50910,39,35,24,59,13,14,27,58,76,134,26,16,42,97,106,203
LGA50980,1156,1131,861,1992,863,823,1686,1086,1185,2271,637,544,1181,2586,2552,5138
LGA51080,33,56,43,99,39,32,71,95,125,220,23,13,36,157,170,327
LGA51120,29,29,43,72,8,9,17,98,101,199,15,17,32,121,127,248
LGA51190,1525,1652,1292,2944,234,206,440,3187,3314,6501,859,738,1597,4280,4258,8538
LGA51260,1109,982,953,1935,113,121,234,3360,3547,6907,629,545,1174,4102,4213,8315
LGA51310,793,605,653,1258,9,9,18,3667,3630,7297,419,411,830,4095,4050,8145
LGA51330,3057,2816,2400,5216,181,157,338,12484,12507,24991,1893,1388,3281,14558,14052,28610
LGA51400,638,533,521,1054,70,76,146,1997,2133,4130,367,316,683,2434,2525,4959
LGA51470,36,28,29,57,6,0,6,40,53,93,17,19,36,63,72,135
LGA51540,510,406,403,809,212,222,434,424,445,869,252,267,519,888,934,1822
LGA51610,42,40,24,64,10,20,30,103,116,219,32,16,48,145,152,297
LGA51680,176,140,123,263,14,24,38,529,536,1065,110,78,188,653,638,1291
LGA51750,477,468,306,774,24,0,24,1338,1300,2638,291,205,496,1653,1505,3158
LGA51820,2926,2956,2729,5685,340,340,680,11052,11556,22608,1720,1414,3134,13112,13310,26422
LGA51890,374,470,293,763,67,60,127,979,951,1930,288,114,402,1334,1125,2459
LGA51960,406,321,240,561,72,75,147,376,414,790,247,173,420,695,662,1357
LGA52030,47,42,31,73,6,11,17,69,94,163,30,17,47,105,122,227
LGA52100,25,29,29,58,8,0,8,86,85,171,13,15,28,107,100,207
LGA52170,569,367,383,750,0,0,0,935,1069,2004,308,279,587,1243,1348,2591
LGA52240,50,48,37,85,6,5,11,97,120,217,31,19,50,134,144,278
LGA52310,19,17,15,32,0,0,0,72,109,181,11,8,19,83,117,200
LGA52380,29,37,22,59,16,14,30,15,10,25,20,9,29,51,33,84
LGA52450,45,46,36,82,6,6,12,175,135,310,23,22,45,204,163,367
LGA52520,30,41,24,65,10,12,22,128,109,237,19,11,30,157,132,289
LGA52590,270,201,151,352,20,16,36,278,263,541,155,118,273,453,397,850
LGA52660,404,417,372,789,39,58,97,1410,1519,2929,260,171,431,1709,1748,3457
LGA52730,191,183,163,346,21,9,30,549,628,1177,117,96,213,687,733,1420
LGA52800,652,1939,465,2404,661,689,1350,1593,207,1800,362,294,656,2616,1190,3806
LGA52870,177,183,128,311,13,27,40,571,574,1145,114,72,186,698,673,1371
LGA52940,4,16,8,24,6,3,9,68,62,130,7,0,7,81,65,146
LGA53010,12,18,14,32,5,0,5,45,65,110,6,9,15,56,74,130
LGA53080,131,131,58,189,34,22,56,69,82,151,98,33,131,201,137,338
LGA53150,261,223,199,422,11,6,17,922,934,1856,159,135,294,1092,1075,2167
LGA53220,2070,1781,661,2442,377,341,718,606,539,1145,1589,497,2086,2572,1377,3949
LGA53290,645,592,518,1110,124,154,278,1466,1548,3014,392,287,679,1982,1989,3971
LGA53360,151,132,84,216,12,7,19,222,218,440,96,65,161,330,290,620
LGA53430,1213,1055,968,2023,82,91,173,2748,3198,5946,707,582,1289,3537,3871,7408
LGA53520,1317,1692,1348,3040,818,711,1529,3801,4138,7939,787,645,1432,5406,5494,10900
LGA53570,302,277,190,467,11,19,30,455,465,920,194,118,312,660,602,1262
LGA53640,42,47,33,80,21,24,45,130,124,254,29,16,45,180,164,344
LGA53710,38,31,33,64,17,12,29,78,90,168,20,21,41,115,123,238
LGA53780,4856,5192,3999,9191,694,499,1193,13757,13488,27245,2791,2330,5121,17242,16317,33559
LGA53920,62,149,108,257,502,487,989,54,38,92,41,25,66,597,550,1147
LGA53990,1061,902,843,1745,105,87,192,2822,2869,5691,583,530,1113,3510,3486,6996
LGA54060,141,150,115,265,16,14,30,383,381,764,99,53,152,498,448,946
LGA54130,36,49,31,80,6,0,6,122,99,221,19,17,36,147,116,263
LGA54170,4017,3915,3635,7550,186,193,379,19945,20869,40814,2451,1896,4347,22582,22958,45540
LGA54200,2132,1833,1656,3489,173,214,387,6231,6450,12681,1233,1010,2243,7637,7674,15311
LGA54280,3025,2368,1810,4178,419,411,830,3180,3200,6380,1789,1328,3117,5388,4939,10327
LGA54340,101,166,155,321,86,89,175,494,507,1001,70,50,120,650,646,1296
LGA54410,38,48,36,84,23,13,36,114,121,235,29,15,44,166,149,315
LGA54480,6,13,0,13,0,0,0,56,49,105,6,0,6,62,49,111
LGA54550,35,64,54,118,12,22,34,179,197,376,25,13,38,216,232,448
LGA54620,67,74,29,103,10,25,35,77,81,158,58,9,67,145,115,260
LGA54690,8,8,6,14,3,6,9,33,31,64,5,3,8,41,40,81
LGA54760,6,17,13,30,3,9,12,83,93,176,9,0,9,95,102,197
LGA54830,1743,2091,1339,3430,451,155,606,3543,3405,6948,997,849,1846,4991,4409,9400
LGA54900,35,49,29,78,3,3,6,126,144,270,23,12,35,152,159,311
LGA54970,122,107,39,146,55,42,97,33,29,62,92,30,122,180,101,281
LGA55040,485,465,206,671,32,49,81,221,169,390,370,118,488,623,336,959
LGA55110,3321,2983,2789,5772,258,276,534,7132,7957,15089,1942,1531,3473,9332,9764,19096
LGA55180,307,312,296,608,55,55,110,1026,1084,2110,184,146,330,1265,1285,2550
LGA55250,192,175,127,302,92,114,206,42,32,74,126,69,195,260,215,475
LGA55320,2829,2636,2529,5165,114,123,237,12699,13433,26132,1695,1364,3059,14508,14920,29428
LGA55390,14,12,11,23,32,33,65,3,9,12,9,5,14,44,47,91
LGA55460,115,119,113,232,33,42,75,396,343,739,72,59,131,501,444,945
LGA55530,14,22,18,40,3,0,3,55,47,102,10,10,20,68,57,125
LGA55600,83,90,86,176,42,76,118,214,247,461,55,38,93,311,361,672
LGA55670,34,53,29,82,26,20,46,124,101,225,29,11,40,179,132,311
LGA55740,392,301,331,632,18,45,63,968,1498,2466,217,195,412,1203,1738,2941
LGA55810,44,63,27,90,41,41,82,25,19,44,40,11,51,106,71,177
LGA55880,6,11,4,15,0,0,0,58,50,108,6,0,6,64,50,114
LGA55950,5,9,10,19,3,9,12,45,35,80,8,0,8,56,44,100
LGA56020,43,46,19,65,34,26,60,42,42,84,31,12,43,107,80,187
LGA56090,1426,2606,1177,3783,527,127,654,5284,4536,9820,807,707,1514,6618,5370,11988
LGA56160,10,6,9,15,3,8,11,7,5,12,6,4,10,16,17,33
LGA56230,669,612,514,1126,70,58,128,1438,1519,2957,386,312,698,1894,1889,3783
LGA56300,34,42,31,73,0,0,0,128,103,231,24,20,44,152,123,275
LGA56370,27,29,28,57,4,4,8,70,73,143,12,15,27,86,92,178
LGA56450,22,28,24,52,8,0,8,142,131,273,12,10,22,162,141,303
LGA56520,126,164,144,308,78,82,160,477,513,990,73,56,129,628,651,1279
LGA56580,661,531,520,1051,16,15,31,3351,3303,6654,377,332,709,3744,3650,7394
LGA56620,17,64,45,109,191,161,352,21,18,39,10,7,17,222,186,408
LGA56730,680,581,522,1103,129,124,253,1081,1144,2225,373,342,715,1583,1610,3193
LGA56790,124,135,99,234,28,34,62,309,279,588,72,58,130,409,371,780
LGA56860,15,11,4,15,7,7,14,18,22,40,15,4,19,40,33,73
LGA56930,115,68,73,141,0,9,9,225,300,525,53,65,118,278,374,652
LGA57000,67,69,16,85,9,12,21,61,46,107,59,8,67,129,66,195
LGA57080,2531,1631,1122,2753,18,14,32,1563,1535,3098,1522,1026,2548,3103,2575,5678
LGA57140,34,40,47,87,21,23,44,107,107,214,14,20,34,142,150,292
LGA57210,181,254,156,410,29,22,51,586,547,1133,103,91,194,718,660,1378
LGA57280,2667,1920,1248,3168,359,379,738,1044,1001,2045,1668,1043,2711,3071,2423,5494
LGA57350,12,21,19,40,23,28,51,66,74,140,8,4,12,97,106,203
LGA57420,115,99,74,173,6,0,6,205,205,410,68,47,115,279,252,531
LGA57490,4581,4043,3458,7501,342,392,734,12280,13317,25597,2762,2063,4825,15384,15772,31156
LGA57560,4213,3307,1579,4886,501,330,831,1843,1635,3478,2866,1373,4239,5210,3338,8548
LGA57630,18,16,5,21,0,0,0,3,7,10,13,5,18,16,12,28
LGA57700,531,777,452,1229,72,59,131,2373,2331,4704,333,247,580,2778,2637,5415
LGA57770,25,30,16,46,9,6,15,57,49,106,16,13,29,82,68,150
LGA57840,2113,1570,1478,3048,114,91,205,5407,5457,10864,1181,987,2168,6702,6535,13237
LGA57910,9597,8120,7362,15482,466,456,922,22718,24207,46925,5605,4433,10038,28789,29096,57885
LGA57980,926,634,629,1263,14,21,35,2421,2619,5040,491,468,959,2926,3108,6034
LGA58050,4454,4169,4010,8179,638,791,1429,13638,13974,27612,2560,2184,4744,16836,16949,33785
LGA58190,12,19,13,32,14,15,29,45,39,84,8,4,12,67,58,125
LGA58260,27,22,32,54,3,8,11,54,57,111,12,15,27,69,80,149
LGA58330,268,219,185,404,22,25,47,408,481,889,164,127,291,594,633,1227
LGA58400,5,13,10,23,8,9,17,32,19,51,5,0,5,45,28,73
LGA58470,18,24,14,38,29,26,55,3,3,6,13,5,18,45,34,79
LGA58510,2000,1657,1481,3138,89,107,196,3955,4350,8305,1219,836,2055,5263,5293,10556
LGA58540,32,40,30,70,3,3,6,84,82,166,25,10,35,112,95,207
LGA58570,2141,1533,1199,2732,36,24,60,3388,3640,7028,1247,951,2198,4671,4615,9286
LGA58610,34,59,60,119,16,8,24,178,213,391,21,16,37,215,237,452
LGA58680,9,13,10,23,0,0,0,44,48,92,6,3,9,50,51,101
LGA58760,5869,5557,5184,10741,477,492,969,20121,21192,41313,3409,2870,6279,24007,24554,48561
LGA58820,111,124,113,237,25,22,47,372,406,778,74,49,123,471,477,948
LGA58890,19,20,29,49,3,3,6,84,88,172,7,12,19,94,103,197
LGA59030,10,15,8,23,0,0,0,26,20,46,7,3,10,33,23,56
LGA59100,28,24,22,46,3,3,6,64,74,138,15,13,28,82,90,172
LGA59170,27,20,28,48,0,0,0,83,85,168,9,18,27,92,103,195
LGA59250,136,112,43,155,39,27,66,48,22,70,100,36,136,187,85,272
LGA59310,38,56,48,104,22,23,45,122,131,253,24,19,43,168,173,341
LGA59320,6,7,3,10,0,0,0,47,51,98,3,6,9,50,57,107
LGA59330,35,24,27,51,6,5,11,38,50,88,18,17,35,62,72,134
LGA59340,571,543,415,958,467,542,1009,393,433,826,359,234,593,1219,1209,2428
LGA59350,65,49,21,70,21,16,37,8,7,15,44,21,65,73,44,117
LGA59360,156,135,61,196,6,0,6,148,147,295,108,51,159,262,198,460
LGA59370,154,155,117,272,24,17,41,319,333,652,93,67,160,436,417,853
LGA59399,59,58,5,63,0,0,0,20,0,20,54,5,59,74,5,79
LGA59499,674,919,455,1374,151,126,277,587,406,993,471,209,680,1209,741,1950
LGA60210,216,245,209,454,45,54,99,553,597,1150,124,105,229,722,756,1478
LGA60410,662,636,720,1356,219,241,460,1804,1881,3685,322,388,710,2345,2510,4855
LGA60610,533,674,712,1386,222,237,459,2148,2471,4619,297,282,579,2667,2990,5657
LGA60810,605,716,774,1490,227,236,463,2229,2405,4634,365,314,679,2821,2955,5776
LGA61010,87,102,69,171,22,25,47,197,196,393,58,41,99,277,262,539
LGA61210,262,300,241,541,180,190,370,774,825,1599,176,108,284,1130,1123,2253
LGA61410,1386,1871,1520,3391,341,294,635,6134,6122,12256,815,696,1511,7290,7112,14402
LGA61510,213,373,283,656,95,76,171,1128,1031,2159,120,122,242,1343,1229,2572
LGA61610,690,838,928,1766,221,257,478,2554,2874,5428,393,363,756,3168,3494,6662
LGA61810,191,197,213,410,45,48,93,664,758,1422,121,91,212,830,897,1727
LGA62010,39,32,25,57,18,15,33,45,22,67,22,17,39,85,54,139
LGA62210,151,237,229,466,53,76,129,707,753,1460,94,82,176,854,911,1765
LGA62410,116,135,141,276,39,18,57,323,345,668,58,64,122,420,427,847
LGA62610,1201,1547,1705,3252,345,384,729,5000,5437,10437,677,648,1325,6022,6469,12491
LGA62810,1793,1504,1339,2843,105,124,229,6756,7085,13841,1085,821,1906,7946,8030,15976
LGA63010,308,457,403,860,228,239,467,1521,1596,3117,203,156,359,1952,1991,3943
LGA63210,120,175,163,338,40,40,80,692,680,1372,78,61,139,810,781,1591
LGA63410,34,44,45,89,9,6,15,109,138,247,11,23,34,129,167,296
LGA63610,699,766,809,1575,211,197,408,4169,4493,8662,401,392,793,4781,5082,9863
LGA63810,220,271,247,518,88,64,152,990,1058,2048,142,113,255,1220,1235,2455
LGA64010,1905,2013,2102,4115,384,418,802,8050,8473,16523,1039,1013,2052,9473,9904,19377
LGA64210,363,418,469,887,95,98,193,2097,2287,4384,200,199,399,2392,2584,4976
LGA64610,223,383,302,685,78,68,146,1395,1447,2842,134,110,244,1607,1625,3232
LGA64810,430,443,412,855,105,100,205,1364,1472,2836,235,223,458,1704,1795,3499
LGA65010,211,237,214,451,46,52,98,644,673,1317,126,100,226,816,825,1641
LGA65210,73,84,96,180,17,21,38,199,207,406,43,39,82,259,267,526
LGA65410,311,427,389,816,161,151,312,1453,1505,2958,195,157,352,1809,1813,3622
LGA65610,203,207,185,392,66,57,123,430,425,855,122,99,221,618,581,1199
LGA65810,509,602,574,1176,81,78,159,2571,2818,5389,311,242,553,2963,3138,6101
LGA69399,5,5,3,8,0,0,0,3,9,12,5,0,5,8,9,17
LGA69499,55,112,50,162,23,6,29,115,108,223,38,20,58,176,134,310
LGA70200,1733,1559,1345,2904,925,1013,1938,2297,2508,4805,1044,766,1810,4266,4287,8553
LGA70420,315,520,481,1001,880,851,1731,146,172,318,163,162,325,1189,1185,2374
LGA70540,0,0,5,5,18,28,46,3,0,3,0,0,0,21,28,49
LGA70620,82,242,248,490,544,540,1084,43,46,89,54,34,88,641,620,1261
LGA70700,150,127,81,208,48,48,96,69,68,137,91,59,150,208,175,383
LGA71000,6481,5621,3972,9593,1234,1218,2452,8018,8144,16162,3835,2842,6677,13087,12204,25291
LGA71300,33,317,282,599,1496,1419,2915,74,83,157,24,20,44,1594,1522,3116
LGA72200,707,602,511,1113,416,400,816,744,829,1573,401,336,737,1561,1565,3126
LGA72300,2155,1486,1134,2620,258,278,536,1880,1997,3877,1269,933,2202,3407,3208,6615
LGA72330,139,887,371,1258,1201,803,2004,101,60,161,91,57,148,1393,920,2313
LGA72800,2064,1485,1395,2880,604,644,1248,2864,3283,6147,1121,1034,2155,4589,4961,9550
LGA73600,74,355,347,702,897,964,1861,84,89,173,48,32,80,1029,1085,2114
LGA74050,18,69,58,127,389,383,772,26,22,48,15,6,21,430,411,841
LGA74500,63,258,188,446,797,751,1548,147,120,267,33,30,63,977,901,1878
LGA74560,18,19,10,29,3,6,9,33,24,57,11,10,21,47,40,87
LGA74660,186,271,192,463,848,772,1620,128,122,250,122,70,192,1098,964,2062
LGA79399,650,1169,354,1523,588,124,712,947,776,1723,416,262,678,1951,1162,3113
LGA79499,206,160,117,277,16,19,35,80,81,161,127,79,206,223,179,402
LGA89399,11249,9894,8548,18442,1110,1092,2202,49759,50710,100469,6677,5320,11997,57546,57122,114668
LGA89499,30,46,17,63,6,0,6,86,70,156,23,7,30,115,77,192
LGA99399,88,852,93,945,40,46,86,976,223,1199,52,51,103,1068,320,1388
LGA99499,0,0,0,0,3,0,3,3,3,6,0,0,0,6,3,9
