region_id,Negative_Nil_income_M,Negative_Nil_income_F,Negative_Nil_income_P,PI1_199_M,PI1_199_F,PI1_199_P,PI200_299_M,PI200_299_F,PI200_299_P,PI300_399_M,PI300_399_F,PI300_399_P,PI400_599_M,PI400_599_F,PI400_599_P,PI600_799_M,PI600_799_F,PI600_799_P,PI800_999_M,PI800_999_F,PI800_999_P,PI1000_more_M,PI1000_more_F,PI1000_more_P,Personal_income_nsM,Personal_income_nsF,Personal_income_nsP,Tot_M,Tot_F,Tot_P
LGA25060,16,15,31,7,12,19,8,8,16,8,19,27,7,13,20,16,19,35,15,7,22,32,18,50,9,7,16,118,118,236
LGA25150,11,11,22,5,6,11,6,4,10,6,6,12,7,16,23,8,8,16,9,6,15,30,10,40,11,11,22,93,78,171
LGA25250,13,17,30,21,21,42,33,43,76,32,44,76,21,40,61,23,15,38,19,16,35,65,46,111,17,11,28,244,253,497
LGA25340,31,36,67,41,45,86,25,44,69,30,33,63,35,60,95,45,39,84,25,20,45,59,25,84,21,22,43,312,324,636
LGA25430,8,3,11,6,3,9,3,12,15,11,7,18,3,4,7,7,3,10,0,3,3,11,4,15,25,4,29,74,43,117
LGA25490,3,4,7,4,8,12,8,9,17,11,14,25,7,11,18,3,6,9,6,4,10,8,0,8,3,6,9,53,62,115
LGA25620,6,4,10,5,6,11,0,10,10,3,6,9,0,5,5,6,0,6,6,3,9,6,3,9,5,3,8,37,40,77
LGA25710,9,9,18,7,9,16,3,11,14,8,10,18,7,10,17,4,6,10,12,3,15,16,14,30,0,0,0,66,72,138
LGA25810,3,3,6,8,3,11,5,10,15,5,11,16,4,10,14,9,3,12,0,0,0,5,3,8,7,3,10,46,46,92
LGA25900,9,3,12,5,4,9,21,20,41,16,15,31,4,11,15,13,8,21,6,12,18,47,39,86,13,4,17,134,116,250
LGA25990,3,0,3,3,0,3,3,4,7,0,8,8,3,3,6,0,0,0,3,0,3,0,3,3,6,0,6,21,18,39
LGA26080,0,0,0,0,4,4,3,0,3,0,0,0,3,0,3,0,5,5,0,0,0,0,0,0,0,0,0,6,9,15
LGA26170,7,7,14,8,8,16,5,13,18,5,7,12,12,14,26,7,4,11,6,0,6,6,9,15,6,5,11,62,67,129
LGA26260,0,4,4,0,10,10,9,13,22,12,14,26,5,11,16,5,3,8,0,0,0,5,3,8,5,0,5,41,58,99
LGA26350,0,5,5,4,3,7,7,5,12,6,3,9,6,3,9,15,6,21,11,9,20,30,22,52,4,8,12,83,64,147
LGA26430,3,5,8,3,3,6,8,0,8,3,3,6,3,6,9,5,7,12,0,0,0,0,0,0,6,4,10,31,28,59
LGA26490,3,5,8,5,9,14,3,5,8,4,7,11,0,12,12,4,5,9,3,0,3,9,5,14,0,4,4,31,52,83
LGA26610,16,17,33,26,45,71,29,51,80,31,48,79,26,56,82,27,34,61,10,12,22,20,12,32,27,36,63,212,311,523
LGA26670,4,0,4,0,0,0,5,7,12,4,7,11,4,5,9,0,0,0,0,0,0,5,0,5,5,6,11,27,25,52
LGA26700,4,6,10,13,12,25,12,15,27,4,16,20,13,10,23,12,8,20,6,5,11,3,8,11,9,8,17,76,88,164
LGA26730,13,12,25,18,20,38,27,32,59,17,19,36,19,20,39,16,13,29,9,7,16,28,7,35,12,17,29,159,147,306
LGA26810,19,22,41,13,21,34,22,27,49,16,26,42,10,22,32,13,12,25,11,5,16,34,13,47,68,20,88,206,168,374
LGA26890,0,0,0,7,0,7,0,5,5,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,12,23
LGA26980,12,15,27,8,13,21,11,10,21,6,18,24,6,18,24,15,10,25,10,6,16,26,21,47,10,9,19,104,120,224
LGA27070,40,37,77,19,37,56,26,54,80,33,46,79,29,64,93,39,41,80,36,37,73,80,33,113,22,26,48,324,375,699
LGA27170,10,15,25,16,30,46,32,39,71,20,35,55,13,43,56,25,22,47,16,3,19,23,13,36,27,14,41,182,214,396
LGA27260,31,48,79,23,41,64,33,33,66,23,36,59,23,55,78,37,37,74,40,36,76,76,34,110,71,25,96,357,345,702
LGA27350,7,6,13,12,11,23,16,15,31,19,22,41,14,18,32,9,18,27,14,7,21,29,26,55,11,15,26,131,138,269
LGA27450,34,49,83,19,48,67,39,39,78,31,49,80,24,47,71,31,37,68,38,20,58,74,32,106,19,18,37,309,339,648
LGA27630,4,0,4,4,5,9,3,3,6,9,6,15,3,4,7,0,3,3,0,3,3,3,0,3,0,3,3,26,27,53
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,6,0,6
LGA29499,24,8,32,30,13,43,35,29,64,31,18,49,6,6,12,5,3,8,5,0,5,5,3,8,9,5,14,150,85,235
LGA30250,31,19,50,53,61,114,183,170,353,47,59,106,13,20,33,6,3,9,0,3,3,3,5,8,66,70,136,402,410,812
LGA30300,17,24,41,23,24,47,30,38,68,17,44,61,30,53,83,24,23,47,19,19,38,35,18,53,25,15,40,220,258,478
LGA30370,14,20,34,13,22,35,11,21,32,19,26,45,22,31,53,11,17,28,9,8,17,53,22,75,11,18,29,163,185,348
LGA30410,9,6,15,5,4,9,3,10,13,4,10,14,3,10,13,8,12,20,4,4,8,15,5,20,10,0,10,61,61,122
LGA30450,0,0,0,0,3,3,0,0,0,3,3,6,3,0,3,0,0,0,3,0,3,3,5,8,0,0,0,12,11,23
LGA30760,3,3,6,4,5,9,0,8,8,4,3,7,7,6,13,4,0,4,0,3,3,7,0,7,0,4,4,29,32,61
LGA30900,6,7,13,3,0,3,14,15,29,6,16,22,8,11,19,5,3,8,4,0,4,9,0,9,3,5,8,58,57,115
LGA31000,441,389,830,401,476,877,625,642,1267,426,610,1036,467,792,1259,528,584,1112,460,378,838,1090,855,1945,617,362,979,5055,5088,10143
LGA31750,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,3,4,7,0,0,0,4,4,8,3,0,3,16,14,30
LGA31820,86,76,162,86,104,190,156,151,307,102,167,269,85,172,257,77,89,166,57,39,96,97,58,155,85,70,155,831,926,1757
LGA31900,31,30,61,25,31,56,39,46,85,23,60,83,23,57,80,22,31,53,18,17,35,41,14,55,14,23,37,236,309,545
LGA31950,3,0,3,3,3,6,7,6,13,6,4,10,0,3,3,4,9,13,7,3,10,24,11,35,4,5,9,58,44,102
LGA32070,448,401,849,351,400,751,632,704,1336,383,694,1077,377,857,1234,408,524,932,280,316,596,584,544,1128,486,458,944,3949,4898,8847
LGA32250,15,19,34,19,41,60,45,30,75,21,33,54,22,31,53,43,39,82,10,17,27,31,19,50,33,52,85,239,281,520
LGA32260,64,67,131,50,70,120,119,153,272,71,131,202,104,171,275,120,104,224,65,41,106,80,51,131,82,82,164,755,870,1625
LGA32270,22,40,62,25,26,51,23,35,58,15,35,50,28,37,65,30,30,60,27,19,46,153,42,195,26,22,48,349,286,635
LGA32310,45,34,79,18,39,57,46,41,87,35,51,86,25,46,71,22,22,44,18,16,34,58,26,84,26,38,64,293,313,606
LGA32330,25,27,52,65,49,114,122,136,258,68,99,167,24,46,70,18,23,41,9,11,20,12,11,23,0,3,3,343,405,748
LGA32450,16,28,44,24,20,44,35,44,79,11,30,41,22,26,48,23,25,48,30,5,35,55,31,86,22,28,50,238,237,475
LGA32500,26,16,42,15,21,36,61,57,118,26,44,70,27,42,69,28,25,53,10,15,25,22,24,46,41,45,86,256,289,545
LGA32600,3,6,9,0,5,5,3,3,6,3,3,6,7,6,13,0,0,0,0,0,0,0,0,0,6,4,10,22,27,49
LGA32750,3,4,7,0,0,0,10,0,10,0,3,3,3,3,6,3,6,9,3,3,6,11,3,14,0,3,3,33,25,58
LGA32770,39,19,58,40,31,71,139,166,305,29,48,77,42,44,86,30,28,58,19,11,30,14,3,17,4,8,12,356,358,714
LGA33100,4,3,7,0,0,0,3,0,3,0,0,0,3,3,6,0,3,3,0,0,0,3,3,6,0,0,0,13,12,25
LGA33200,0,0,0,3,6,9,6,8,14,8,5,13,5,8,13,4,4,8,4,3,7,5,0,5,4,3,7,39,37,76
LGA33220,83,76,159,102,121,223,179,175,354,103,158,261,97,179,276,89,99,188,48,54,102,96,78,174,217,58,275,1014,998,2012
LGA33360,48,84,132,49,82,131,69,86,155,34,73,107,39,104,143,50,72,122,37,40,77,241,59,300,37,32,69,604,632,1236
LGA33430,178,189,367,188,231,419,254,270,524,165,264,429,192,325,517,266,266,532,198,151,349,405,227,632,123,108,231,1969,2031,4000
LGA33610,15,11,26,18,16,34,11,43,54,16,30,46,14,27,41,15,22,37,9,3,12,16,4,20,10,14,24,124,170,294
LGA33620,41,24,65,37,57,94,55,69,124,38,55,93,44,68,112,32,31,63,22,10,32,45,21,66,27,26,53,341,361,702
LGA33800,27,14,41,23,22,45,32,33,65,30,38,68,32,38,70,18,25,43,18,5,23,22,10,32,29,22,51,231,207,438
LGA33830,25,19,44,50,30,80,110,89,199,46,60,106,37,38,75,23,29,52,10,10,20,21,12,33,16,12,28,338,299,637
LGA33960,181,162,343,189,225,414,229,249,478,133,266,399,167,347,514,168,226,394,169,127,296,332,201,533,259,116,375,1827,1919,3746
LGA33980,17,27,44,4,24,28,5,14,19,6,15,21,5,22,27,10,25,35,12,13,25,130,43,173,16,9,25,205,192,397
LGA34420,20,17,37,39,48,87,128,149,277,24,72,96,44,31,75,38,19,57,12,3,15,6,3,9,4,0,4,315,342,657
LGA34570,19,11,30,12,11,23,49,57,106,11,29,40,20,25,45,14,13,27,8,3,11,3,8,11,3,5,8,139,162,301
LGA34580,24,21,45,26,47,73,45,52,97,21,47,68,30,55,85,32,30,62,23,11,34,37,19,56,16,12,28,254,294,548
LGA34590,234,230,464,204,271,475,266,364,630,192,316,508,188,412,600,287,309,596,200,148,348,390,251,641,153,176,329,2114,2477,4591
LGA34710,5,9,14,3,7,10,6,9,15,3,18,21,10,15,25,5,10,15,9,8,17,14,10,24,10,5,15,65,91,156
LGA34770,120,169,289,109,182,291,105,182,287,103,195,298,109,253,362,149,176,325,159,80,239,504,151,655,119,117,236,1477,1505,2982
LGA34800,0,0,0,0,0,0,3,0,3,3,0,3,0,4,4,0,0,0,0,0,0,10,4,14,3,0,3,19,8,27
LGA34830,11,5,16,5,9,14,42,28,70,11,22,33,11,9,20,6,11,17,5,3,8,0,3,3,0,0,0,91,90,181
LGA34860,31,37,68,13,30,43,29,38,67,41,44,85,36,50,86,46,35,81,27,19,46,59,27,86,22,21,43,304,301,605
LGA35010,246,232,478,270,304,574,256,352,608,211,406,617,228,485,713,285,297,582,230,155,385,486,291,777,252,159,411,2464,2681,5145
LGA35250,29,39,68,26,22,48,105,152,257,40,51,91,21,31,52,22,9,31,7,11,18,13,8,21,11,11,22,274,334,608
LGA35300,82,112,194,48,75,123,116,129,245,76,150,226,77,193,270,62,98,160,43,62,105,307,140,447,115,92,207,926,1051,1977
LGA35600,12,16,28,5,15,20,19,22,41,20,36,56,22,35,57,15,13,28,9,10,19,24,21,45,18,10,28,144,178,322
LGA35670,40,30,70,36,29,65,106,117,223,15,31,46,16,19,35,23,21,44,11,7,18,14,10,24,8,4,12,269,268,537
LGA35760,18,16,34,22,22,44,31,33,64,29,43,72,29,39,68,26,13,39,5,7,12,13,6,19,15,14,29,188,193,381
LGA35780,112,82,194,34,37,71,111,96,207,41,97,138,73,106,179,73,118,191,32,45,77,43,40,83,30,34,64,549,655,1204
LGA35790,53,40,93,77,59,136,346,235,581,90,131,221,62,111,173,64,75,139,24,32,56,21,25,46,17,14,31,754,722,1476
LGA35800,19,17,36,11,6,17,23,32,55,14,33,47,17,34,51,19,21,40,16,12,28,16,16,32,23,15,38,158,186,344
LGA36070,14,14,28,24,25,49,64,85,149,39,38,77,23,29,52,27,20,47,6,4,10,12,5,17,3,3,6,212,223,435
LGA36150,4,4,8,3,3,6,3,6,9,3,5,8,7,5,12,8,3,11,3,0,3,7,3,10,5,5,10,43,34,77
LGA36250,79,70,149,87,119,206,79,99,178,79,139,218,70,153,223,94,109,203,72,64,136,179,91,270,44,41,85,783,885,1668
LGA36300,0,5,5,4,4,8,0,0,0,0,0,0,7,4,11,3,5,8,0,5,5,0,3,3,0,0,0,14,26,40
LGA36360,167,192,359,148,175,323,215,256,471,136,290,426,154,293,447,190,214,404,125,125,250,324,172,496,280,150,430,1739,1867,3606
LGA36510,23,28,51,33,32,65,25,43,68,26,49,75,39,51,90,29,34,63,21,17,38,50,17,67,29,18,47,275,289,564
LGA36580,24,17,41,14,16,30,26,26,52,27,29,56,18,35,53,15,22,37,12,12,24,21,15,36,10,8,18,167,180,347
LGA36630,39,30,69,44,40,84,61,77,138,59,69,128,33,66,99,37,41,78,26,21,47,37,35,72,37,37,74,373,416,789
LGA36660,33,32,65,42,38,80,40,64,104,38,66,104,39,71,110,44,37,81,20,18,38,27,11,38,22,22,44,305,359,664
LGA36710,151,150,301,163,172,335,161,193,354,127,201,328,147,266,413,165,162,327,134,98,232,275,145,420,76,77,153,1399,1464,2863
LGA36810,116,125,241,129,143,272,253,267,520,171,268,439,120,219,339,109,100,209,47,57,104,96,69,165,534,139,673,1575,1387,2962
LGA36910,149,155,304,124,155,279,180,207,387,139,249,388,152,278,430,165,192,357,120,110,230,250,134,384,140,128,268,1419,1608,3027
LGA36950,81,60,141,27,32,59,73,71,144,42,63,105,75,102,177,71,104,175,52,81,133,105,125,230,76,89,165,602,727,1329
LGA36960,91,70,161,68,54,122,453,377,830,91,226,317,129,228,357,171,123,294,44,39,83,59,46,105,68,58,126,1174,1221,2395
LGA37010,302,360,662,286,343,629,337,401,738,213,423,636,255,527,782,282,368,650,242,257,499,654,397,1051,630,367,997,3201,3443,6644
LGA37300,14,21,35,3,13,16,0,7,7,4,11,15,9,18,27,12,14,26,19,12,31,98,59,157,24,26,50,183,181,364
LGA37310,28,23,51,31,62,93,57,62,119,63,71,134,33,80,113,38,52,90,31,28,59,72,28,100,33,33,66,386,439,825
LGA37340,35,26,61,38,49,87,47,60,107,39,56,95,48,85,133,48,62,110,35,30,65,104,24,128,33,15,48,427,407,834
LGA37400,0,3,3,0,5,5,6,8,14,4,3,7,7,6,13,6,5,11,4,0,4,8,7,15,7,3,10,42,40,82
LGA37550,22,16,38,43,49,92,91,90,181,25,52,77,21,41,62,19,21,40,8,11,19,7,10,17,12,15,27,248,305,553
LGA37570,11,0,11,20,23,43,39,46,85,6,12,18,7,15,22,9,5,14,0,5,5,0,0,0,3,0,3,95,106,201
LGA37600,48,47,95,149,84,233,345,237,582,67,146,213,43,139,182,57,67,124,13,28,41,17,19,36,8,6,14,747,773,1520
LGA39399,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,12,0,12
LGA39499,36,17,53,45,26,71,87,65,152,67,33,100,27,26,53,13,9,22,4,10,14,29,9,38,59,33,92,367,228,595
LGA40070,6,3,9,4,6,10,16,14,30,16,10,26,5,11,16,0,5,5,3,7,10,9,10,19,61,6,67,120,72,192
LGA40120,18,8,26,10,13,23,6,4,10,4,6,10,6,3,9,9,6,15,3,7,10,22,8,30,3,8,11,81,63,144
LGA40220,13,11,24,10,18,28,13,20,33,8,9,17,7,15,22,6,12,18,12,3,15,3,7,10,9,4,13,81,99,180
LGA40250,50,59,109,109,116,225,305,323,628,103,139,242,45,65,110,29,29,58,13,9,22,14,8,22,44,38,82,712,786,1498
LGA40310,6,8,14,3,4,7,8,5,13,6,6,12,3,8,11,7,4,11,6,3,9,9,0,9,0,4,4,48,42,90
LGA40430,0,0,0,0,0,0,4,3,7,0,4,4,3,0,3,0,0,0,0,0,0,4,0,4,0,3,3,11,10,21
LGA40520,6,13,19,25,21,46,19,19,38,12,30,42,22,19,41,9,14,23,7,7,14,9,10,19,26,20,46,135,153,288
LGA40700,3,4,7,8,5,13,8,16,24,5,6,11,6,4,10,7,6,13,0,0,0,13,7,20,8,3,11,58,51,109
LGA40910,12,4,16,13,9,22,6,9,15,9,10,19,4,15,19,11,10,21,4,6,10,12,13,25,3,5,8,74,81,155
LGA41010,22,30,52,30,26,56,69,76,145,22,35,57,34,46,80,18,25,43,9,26,35,36,28,64,28,24,52,268,316,584
LGA41060,30,20,50,51,45,96,73,76,149,55,96,151,35,58,93,45,50,95,41,32,73,62,62,124,31,41,72,423,480,903
LGA41140,4,5,9,0,4,4,3,0,3,7,9,16,4,3,7,0,3,3,6,0,6,4,0,4,4,3,7,32,27,59
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,3,0,0,0,0,0,0,6,3,9
LGA41330,4,10,14,10,8,18,14,24,38,12,6,18,7,16,23,0,11,11,0,10,10,15,7,22,23,24,47,85,116,201
LGA41560,6,3,9,12,7,19,13,19,32,5,20,25,11,8,19,8,12,20,5,5,10,7,4,11,14,7,21,81,85,166
LGA41750,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,6,6,12
LGA41830,7,6,13,0,10,10,11,12,23,6,9,15,5,14,19,3,9,12,5,0,5,15,4,19,3,7,10,55,71,126
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,4,4,0,0,0,6,4,10
LGA42030,10,6,16,9,12,21,11,13,24,10,12,22,4,17,21,6,9,15,10,9,19,16,11,27,8,9,17,84,98,182
LGA42110,0,4,4,4,5,9,5,4,9,0,6,6,0,4,4,0,3,3,0,0,0,6,0,6,4,0,4,19,26,45
LGA42250,0,5,5,0,7,7,0,3,3,3,3,6,8,3,11,9,3,12,3,3,6,0,3,3,20,0,20,43,30,73
LGA42600,7,4,11,9,8,17,6,7,13,3,15,18,7,9,16,7,8,15,3,4,7,16,14,30,3,4,7,61,73,134
LGA42750,4,3,7,0,3,3,0,3,3,0,5,5,3,5,8,3,0,3,3,0,3,0,0,0,0,0,0,13,19,32
LGA43080,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,6,6,12
LGA43220,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,6,6,12
LGA43360,3,0,3,0,3,3,3,0,3,3,0,3,0,3,3,3,0,3,0,3,3,0,3,3,3,0,3,15,12,27
LGA43650,3,5,8,3,3,6,11,6,17,3,7,10,6,6,12,0,3,3,7,0,7,5,3,8,0,5,5,38,38,76
LGA43710,3,3,6,6,7,13,3,3,6,4,7,11,3,7,10,3,3,6,3,3,6,4,3,7,15,7,22,44,43,87
LGA43790,11,6,17,6,14,20,13,10,23,9,11,20,6,13,19,10,4,14,0,0,0,7,3,10,8,3,11,70,64,134
LGA43920,5,3,8,8,3,11,4,4,8,3,8,11,3,15,18,5,5,10,3,5,8,16,10,26,5,0,5,52,53,105
LGA44000,0,0,0,10,8,18,7,6,13,3,4,7,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,20,24,44
LGA44060,25,12,37,22,31,53,46,47,93,30,61,91,23,52,75,20,28,48,19,18,37,56,33,89,16,15,31,257,297,554
LGA44210,5,3,8,0,5,5,8,9,17,10,10,20,6,3,9,4,0,4,0,0,0,8,3,11,19,7,26,60,40,100
LGA44340,16,14,30,6,12,18,13,13,26,9,16,25,12,24,36,10,10,20,8,0,8,19,27,46,8,9,17,101,125,226
LGA44550,5,8,13,12,10,22,9,9,18,3,12,15,4,5,9,8,6,14,7,5,12,16,15,31,7,3,10,71,73,144
LGA44620,13,20,33,24,32,56,16,31,47,8,29,37,14,27,41,20,20,40,16,5,21,14,17,31,11,10,21,136,191,327
LGA44830,6,6,12,0,0,0,4,8,12,3,6,9,0,4,4,0,4,4,0,0,0,10,0,10,3,4,7,26,32,58
LGA45040,28,15,43,45,42,87,46,57,103,36,46,82,19,43,62,41,36,77,20,11,31,32,20,52,98,17,115,365,287,652
LGA45090,8,0,8,3,3,6,3,3,6,3,5,8,3,11,14,0,8,8,5,0,5,7,0,7,4,4,8,36,34,70
LGA45120,3,0,3,0,4,4,9,4,13,4,0,4,3,3,6,3,0,3,3,0,3,3,3,6,0,4,4,28,18,46
LGA45290,6,7,13,12,4,16,10,10,20,13,7,20,7,12,19,5,5,10,4,4,8,8,15,23,9,0,9,74,64,138
LGA45340,55,64,119,84,85,169,77,89,166,52,101,153,64,117,181,55,70,125,61,49,110,97,67,164,34,49,83,579,691,1270
LGA45400,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,3,3,7,6,13
LGA45540,4,0,4,3,4,7,3,6,9,3,10,13,3,6,9,3,0,3,3,0,3,3,0,3,0,0,0,25,26,51
LGA45680,55,72,127,82,75,157,100,111,211,80,118,198,52,122,174,72,63,135,51,45,96,62,61,123,67,58,125,621,725,1346
LGA45890,80,77,157,79,89,168,141,153,294,87,135,222,75,135,210,65,82,147,41,44,85,102,114,216,206,99,305,876,928,1804
LGA46090,63,58,121,75,68,143,129,152,281,68,141,209,66,104,170,41,72,113,41,42,83,109,62,171,227,76,303,819,775,1594
LGA46300,27,18,45,30,19,49,36,53,89,28,44,72,32,38,70,24,22,46,9,13,22,23,24,47,32,32,64,241,263,504
LGA46450,6,12,18,28,24,52,29,27,56,24,20,44,8,32,40,15,17,32,4,4,8,10,14,24,10,15,25,134,165,299
LGA46510,3,5,8,3,6,9,12,5,17,7,14,21,4,8,12,3,11,14,5,4,9,11,9,20,4,6,10,52,68,120
LGA46670,3,4,7,4,6,10,8,13,21,5,6,11,4,10,14,4,5,9,5,4,9,4,0,4,7,8,15,44,56,100
LGA46860,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,8
LGA46970,3,6,9,0,4,4,3,0,3,3,0,3,0,0,0,0,4,4,0,0,0,28,4,32,0,0,0,37,18,55
LGA47140,76,59,135,85,87,172,105,118,223,66,112,178,56,128,184,93,78,171,77,54,131,109,97,206,59,75,134,726,808,1534
LGA47290,0,0,0,0,3,3,0,5,5,0,3,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,11,15
LGA47490,0,3,3,3,0,3,3,4,7,3,0,3,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,12,10,22
LGA47630,0,0,0,3,0,3,4,7,11,0,0,0,0,8,8,8,0,8,0,0,0,0,0,0,7,3,10,22,18,40
LGA47700,21,29,50,26,38,64,39,37,76,15,38,53,22,53,75,26,28,54,23,16,39,45,36,81,17,17,34,234,292,526
LGA47800,6,3,9,8,15,23,21,27,48,23,20,43,11,11,22,14,19,33,5,3,8,0,3,3,10,12,22,98,113,211
LGA47910,0,3,3,0,3,3,3,3,6,0,5,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,14,20
LGA47980,5,4,9,13,7,20,3,6,9,5,4,9,3,10,13,3,5,8,0,5,5,11,17,28,3,3,6,46,61,107
LGA48050,3,3,6,3,7,10,7,3,10,7,0,7,3,12,15,3,5,8,3,3,6,12,3,15,3,9,12,44,45,89
LGA48130,3,3,6,6,4,10,4,13,17,6,4,10,3,3,6,8,3,11,3,3,6,5,3,8,0,0,0,38,36,74
LGA48260,0,3,3,0,0,0,3,0,3,0,0,0,0,4,4,0,0,0,0,0,0,4,3,7,0,0,0,7,10,17
LGA48340,5,7,12,6,4,10,7,13,20,11,17,28,9,8,17,13,6,19,0,4,4,6,3,9,4,0,4,61,62,123
LGA48410,14,17,31,16,24,40,23,29,52,17,29,46,18,17,35,15,11,26,3,10,13,43,31,74,16,19,35,165,187,352
LGA48540,26,22,48,36,37,73,51,73,124,29,54,83,20,38,58,16,20,36,14,7,21,51,33,84,28,26,54,271,310,581
LGA48640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,9,0,9
LGA48750,0,3,3,4,0,4,3,0,3,3,3,6,3,0,3,0,0,0,0,0,0,3,3,6,0,0,0,16,9,25
LGA48830,6,14,20,14,6,20,18,30,48,23,29,52,3,16,19,11,5,16,6,3,9,10,0,10,10,11,21,101,114,215
LGA49399,10,15,25,19,24,43,43,43,86,27,37,64,30,25,55,23,23,46,14,7,21,40,19,59,85,102,187,291,295,586
LGA49499,6,0,6,4,7,11,28,19,47,10,13,23,5,5,10,9,6,15,5,0,5,3,4,7,10,14,24,80,68,148
LGA50080,41,25,66,46,25,71,43,54,97,32,57,89,24,52,76,22,23,45,13,28,41,51,29,80,129,26,155,401,319,720
LGA50210,60,54,114,68,47,115,85,93,178,36,67,103,35,73,108,45,54,99,40,29,69,119,60,179,57,49,106,545,526,1071
LGA50250,32,40,72,18,38,56,33,32,65,12,28,40,14,27,41,7,18,25,8,19,27,195,65,260,26,15,41,345,282,627
LGA50280,5,0,5,3,3,6,5,7,12,3,4,7,4,7,11,3,8,11,3,0,3,11,0,11,0,3,3,37,32,69
LGA50350,16,8,24,7,12,19,19,21,40,17,17,34,5,17,22,12,5,17,5,8,13,32,19,51,15,12,27,128,119,247
LGA50420,26,30,56,18,20,38,22,51,73,16,45,61,17,39,56,20,25,45,16,19,35,63,55,118,35,22,57,233,306,539
LGA50490,39,34,73,25,44,69,20,48,68,37,59,96,16,45,61,19,34,53,12,24,36,67,74,141,47,56,103,282,418,700
LGA50560,3,0,3,3,3,6,6,0,6,0,9,9,3,4,7,3,5,8,0,0,0,3,0,3,0,0,0,21,21,42
LGA50630,5,3,8,0,0,0,4,5,9,0,3,3,0,3,3,0,3,3,0,0,0,8,5,13,0,6,6,17,28,45
LGA50770,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,6,6,12
LGA50840,0,3,3,3,3,6,0,6,6,4,6,10,3,3,6,0,0,0,0,0,0,5,0,5,0,0,0,15,21,36
LGA50910,3,0,3,6,0,6,4,13,17,3,8,11,6,3,9,0,0,0,0,0,0,3,3,6,5,0,5,30,27,57
LGA50980,143,115,258,125,153,278,299,316,615,144,250,394,77,164,241,104,105,209,79,76,155,207,179,386,231,133,364,1409,1491,2900
LGA51080,3,8,11,4,4,8,8,10,18,0,12,12,0,9,9,11,0,11,4,0,4,3,0,3,7,4,11,40,47,87
LGA51120,0,4,4,4,3,7,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,0,0,3,5,8,11,16,27
LGA51190,26,27,53,32,53,85,35,49,84,33,52,85,16,55,71,27,23,50,9,21,30,51,31,82,90,30,120,319,341,660
LGA51260,19,15,34,7,17,24,19,25,44,5,16,21,16,24,40,11,20,31,7,7,14,29,16,45,17,21,38,130,161,291
LGA51310,0,3,3,3,3,6,0,0,0,0,0,0,0,3,3,0,3,3,3,3,6,6,4,10,3,3,6,15,22,37
LGA51330,30,18,48,32,31,63,38,48,86,28,41,69,26,33,59,18,32,50,16,16,32,71,37,108,21,31,52,280,287,567
LGA51400,11,12,23,9,9,18,9,13,22,4,13,17,11,21,32,4,9,13,3,3,6,24,10,34,11,11,22,86,101,187
LGA51470,0,3,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
LGA51540,21,36,57,20,17,37,68,78,146,37,56,93,16,50,66,30,36,66,18,23,41,47,34,81,50,61,111,307,391,698
LGA51610,3,3,6,0,0,0,0,0,0,3,0,3,4,3,7,0,3,3,0,3,3,0,0,0,0,0,0,10,12,22
LGA51680,5,7,12,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,4,3,7,3,3,6,3,0,3,15,20,35
LGA51750,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,13,0,13,25,0,25
LGA51820,52,58,110,45,59,104,59,91,150,50,65,115,38,57,95,31,57,88,21,30,51,94,77,171,55,51,106,445,545,990
LGA51890,8,8,16,6,10,16,10,12,22,11,13,24,12,13,25,4,5,9,3,3,6,15,7,22,16,8,24,85,79,164
