region_id,C06_CFNC_BF_3000_mr,C06_CFNC_BF_Ns,C06_CFNC_BF_Tot,C06_CFNC_BPT_N,C06_CFNC_BPT_1_199,C06_CFNC_BPT_200_399,C06_CFNC_BPT_400_599,C06_CFNC_BPT_600_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_Tot,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_199,C06_CFNC_1F1P_200_399,C06_CFNC_1F1P_400_599,C06_CFNC_1F1P_600_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_Tot,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_199,C06_CFNC_1E1A_200_399,C06_CFNC_1E1A_400_599,C06_CFNC_1E1A_600_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_Tot,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_199,C06_CFNC_1F1NW_200_399,C06_CFNC_1F1NW_400_599,C06_CFNC_1F1NW_600_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_i3000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_Tot,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_199,C06_CFNC_1P1NW_200_399,C06_CFNC_1P1NW_400_599,C06_CFNC_1P1NW_600_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_mr,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_199,C06_CFNC_1A1NW_200_399,C06_CFNC_1A1NW_400_599,C06_CFNC_1A1NW_600_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_mr,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_Tot,C06_CFNC_BA_N,C06_CFNC_BA_1_199,C06_CFNC_BA_200_399,C06_CFNC_BA_400_599,C06_CFNC_BA_600_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_mr,C06_CFNC_BA_Ns,C06_CFNC_BA_Tot,C06_CFNC_BNW_Ne_Nil,C06_CFNC_BNW_1_199,C06_CFNC_BNW_200_399,C06_CFNC_BNW_400_599,C06_CFNC_BNW_600_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000mr,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_199,C06_CFNC_LFns_200_399,C06_CFNC_LFns_400_599,C06_CFNC_LFns_600_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_199,C06_CFNC_T_200_399,C06_CFNC_T_400_599,C06_CFNC_T_600_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CFC_BFT_N,C06_CFC_BFT_1_199,C06_CFC_BFT_200_399,C06_CFC_BFT_400_599,C06_CFC_BFT_600_799,C06_CFC_BFT_800_999,C06_CFC_BFT_1000_1499,C06_CFC_BFT_1500_1999,C06_CFC_BFT_2000_2499,C06_CFC_BFT_2500_2999,C06_CFC_BFT_3000_mr,C06_CFC_BFT_Ns,C06_CFC_BFT_Tot,C06_CFC_BPT_N,C06_CFC_BPT_1_199,C06_CFC_BPT_200_399,C06_CFC_BPT_400_599,C06_CFC_BPT_600_799,C06_CFC_BPT_800_999,C06_CFC_BPT_1000_1499,C06_CFC_BPT_1500_1999,C06_CFC_BPT_2000_2499,C06_CFC_BPT_2500_2999,C06_CFC_BPT_3000m,C06_CFC_BPT_Ns,C06_CFC_BPT_T,C06_CFC_1F1P_N,C06_CFC_1F1P_1_199,C06_CFC_1F1P_200_399,C06_CFC_1F1P_400_599,C06_CFC_1F1P_600_799,C06_CFC_1F1P_800_999,C06_CFC_1F1P_1000_1499,C06_CFC_1F1P_1500_1999,C06_CFC_1F1P_2000_2499,C06_CFC_1F1P_2500_2999,C06_CFC_1F1P_3000m,C06_CFC_1F1P_Ns,C06_CFC_1F1P_Tot,C06_CF_1E1A_N,C06_CF_1E1A_1_199,C06_CF_1E1A_200_399,C06_CF_1E1A_400_599,C06_CF_1E1A_600_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000m,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_199,C06_CF_1F1NW_200_399,C06_CF_1F1NW_400_599,C06_CF_1F1NW_600_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_T,C06_CF_1P1NW_N,C06_CF_1P1NW_1_199
LGA55810,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,8,0,0,7,9,6,0,0,6,39,0,0,0,0,0,0,3,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,13,0,0
LGA55880,0,3,22,0,0,0,0,0,0,0,0,5,0,0,3,8,0,0,0,3,3,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,8,9,3,14,3,5,4,0,11,64,3,3,3,0,3,3,11,4,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,5,19,0,0
LGA55950,0,3,16,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,3,3,3,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,8,8,3,3,0,15,3,7,20,8,6,0,0,14,79,0,0,0,6,0,0,0,6,0,0,6,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,3,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,13,0,0
LGA56020,5,3,31,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,7,0,0,24,9,3,4,5,16,68,0,0,0,0,0,3,3,4,3,3,0,5,21,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,3,7,0,0,0,0,4,20,0,0,0,0,0,0,3,3,0,0,0,3,9,3,3,0,3,3,3,4,4,0,0,0,0,23,0,0
LGA56090,89,12,748,0,3,3,17,16,12,43,23,8,10,3,3,141,0,0,0,10,21,25,208,141,62,35,42,10,554,0,0,0,3,5,7,26,16,14,11,3,4,89,0,0,0,22,51,66,158,48,9,47,11,26,438,0,4,22,46,46,23,44,11,4,3,3,4,210,0,0,3,8,10,3,11,8,0,6,3,3,55,0,0,0,0,0,0,14,10,8,5,6,4,47,17,37,33,468,250,64,133,30,12,4,3,44,1095,0,3,0,10,8,0,10,3,0,0,0,281,315,17,52,61,588,416,219,823,500,282,180,163,391,3692,5,0,0,3,8,8,75,148,184,120,138,107,796,0,0,0,9,19,11,42,29,23,5,9,18,165,0,0,7,7,22,52,402,379,180,117,123,150,1439,0,0,0,0,3,8,52,49,24,25,31,31,223,0,3,4,20,60,93,329,167,45,138,38,104,1001,0,0
LGA56160,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,18,6,215,0,3,3,12,7,5,16,10,0,3,0,3,62,0,0,0,0,13,11,60,36,7,13,11,4,155,0,0,0,0,3,3,8,6,0,6,5,0,31,0,0,3,11,19,20,60,24,9,17,0,14,177,0,3,5,21,14,5,12,3,0,0,3,0,66,0,0,3,0,3,5,7,4,0,0,0,0,22,0,0,0,0,0,4,3,0,4,0,0,3,14,10,18,22,349,158,40,96,0,6,3,5,38,745,0,0,0,4,3,0,3,0,0,0,0,145,155,10,27,39,401,228,96,312,140,70,64,42,213,1642,0,3,0,5,4,3,28,43,32,23,14,29,184,0,0,0,3,4,7,9,4,5,4,3,3,42,0,3,0,4,3,11,101,82,44,20,17,36,321,0,0,0,0,4,4,17,12,3,4,8,5,57,0,0,3,6,19,17,125,55,8,36,10,43,322,0,0
LGA56300,3,0,32,0,0,0,3,0,0,5,3,0,0,0,0,11,3,0,0,3,3,3,7,3,3,0,3,0,28,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,3,0,3,3,0,0,0,0,0,12,0,0,0,3,5,0,3,0,0,0,0,3,14,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,13,3,9,3,0,3,0,3,61,0,0,0,0,0,0,0,0,0,0,0,15,15,3,4,3,35,27,9,50,15,6,6,6,21,185,0,0,3,3,4,0,9,6,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,5,0,12,3,3,0,0,3,29,0,0,0,0,0,3,3,3,0,0,0,0,9,0,0,0,3,3,3,6,0,0,0,3,3,21,0,0
LGA56370,4,3,35,0,0,0,3,0,0,6,0,0,0,0,0,9,0,0,0,0,4,3,9,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,4,3,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,13,11,12,32,12,6,0,9,9,112,3,0,0,0,0,0,10,3,3,0,6,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,9,0,3,0,0,3,31,0,0
LGA56450,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,8,3,0,0,0,22,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,8,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,6,9,0,6,0,16,6,3,31,14,12,3,6,6,103,0,0,0,3,0,0,10,0,0,0,4,3,20,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,4,11,13,3,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,5,16,0,0
LGA56520,7,3,107,0,3,0,0,4,3,6,0,3,0,0,0,19,0,0,0,5,4,0,29,9,3,0,3,0,53,0,0,0,0,0,3,4,4,3,0,0,0,14,0,0,0,8,11,8,12,5,0,0,0,6,50,0,3,0,13,4,3,3,0,0,0,0,0,26,0,0,0,0,0,3,3,0,0,3,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,6,0,3,5,45,31,5,14,5,3,0,0,7,118,0,0,0,0,3,0,0,0,0,0,0,24,27,0,9,5,71,60,25,126,47,23,13,10,40,429,0,0,0,0,5,0,21,17,8,4,3,13,71,0,0,0,0,0,0,4,6,0,0,0,4,14,0,0,0,0,9,15,50,27,18,5,4,11,139,0,0,0,0,3,3,3,3,3,3,3,3,24,0,0,0,3,9,14,32,10,8,8,0,9,93,0,0
LGA56580,141,3,280,0,0,4,7,9,7,15,7,9,8,13,3,82,0,0,0,0,6,6,33,44,26,23,89,4,231,0,0,0,0,3,3,4,5,7,7,12,0,41,0,3,4,4,3,5,33,18,8,43,27,6,154,0,0,6,15,9,10,24,15,13,16,16,3,127,0,0,0,0,0,0,0,5,0,4,5,0,14,0,0,0,0,0,0,3,3,3,3,4,0,16,13,8,0,85,85,30,133,43,28,16,46,27,514,3,3,0,3,3,0,0,0,0,3,3,142,160,16,14,14,114,118,64,267,168,141,159,356,188,1619,0,0,0,0,0,3,20,25,31,57,264,74,474,0,0,0,0,5,4,12,11,3,8,29,13,85,0,0,0,0,7,4,40,92,85,134,409,85,856,3,0,0,0,0,0,8,15,13,19,29,20,107,3,3,0,4,7,7,70,51,21,253,136,58,613,0,0
LGA56620,3,0,24,0,5,0,3,3,0,3,0,0,0,0,3,17,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,20,3,4,6,9,6,0,3,6,65,0,0,0,0,0,0,3,0,0,0,0,4,7,0,12,9,15,7,3,6,0,0,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,7,12,210,3,0,3,0,9,3,12,3,3,0,0,0,36,0,0,0,5,14,13,64,26,7,8,7,0,144,0,0,0,0,0,10,13,8,0,5,0,0,36,0,0,3,10,19,13,48,5,4,0,4,4,110,0,0,6,19,13,0,6,0,0,0,0,5,49,0,0,3,3,0,3,8,3,0,0,0,0,20,0,0,0,0,0,0,3,3,0,0,0,0,6,6,17,9,207,58,12,34,3,0,0,3,13,362,0,0,0,3,9,0,3,3,0,0,0,103,121,12,17,24,258,130,59,268,104,45,19,21,137,1094,0,0,0,0,11,3,36,32,28,13,14,26,163,0,0,0,3,6,3,11,0,0,3,0,6,32,0,0,0,3,13,8,86,71,34,8,12,18,253,0,0,0,3,0,0,9,8,7,3,0,0,30,0,0,3,9,36,38,83,25,13,8,4,13,232,0,0
LGA56790,6,3,67,0,0,0,3,6,3,6,0,0,0,0,0,18,0,0,4,9,7,15,29,7,4,0,0,3,78,3,0,0,0,0,0,6,3,0,0,0,4,16,0,0,0,3,7,4,10,3,4,0,0,0,31,0,0,6,12,8,0,0,0,0,0,0,0,26,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,3,0,0,3,13,8,10,6,70,25,4,14,3,0,0,4,3,147,0,3,0,3,3,0,0,0,0,0,0,40,49,14,13,16,105,61,30,86,32,19,8,10,56,450,0,3,0,0,4,0,16,14,7,6,0,12,62,0,0,0,3,3,3,5,0,0,0,3,3,20,0,3,5,3,6,8,35,9,3,0,0,15,87,0,0,0,0,0,0,7,3,3,0,0,3,16,5,3,0,5,6,10,19,0,3,0,0,9,60,0,0
LGA56860,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,6,0,6,6,0,3,0,3,30,0,3,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,4,0,3,0,0,0,0,0,7,0,0
LGA56930,9,0,15,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,0,10,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,4,7,0,23,0,0,0,0,0,0,6,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,6,3,7,12,3,43,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,4,6,0,17,13,9,17,46,12,124,0,0,0,0,0,0,3,0,3,3,14,4,27,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,0,3,0,36,6,48,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,3,3,3,26,24,8,67,0,0
LGA57000,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,6,7,0,0,16,0,4,18,8,3,0,5,9,70,0,0,0,0,3,0,5,0,5,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,3,16,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,0,0,0,3,13,0,0
LGA57080,157,0,451,0,0,0,3,9,5,12,11,3,7,9,3,62,0,0,0,3,3,8,54,32,24,27,42,3,196,3,0,0,0,0,3,4,0,7,0,7,0,24,0,0,3,10,10,11,41,19,12,49,27,8,190,0,0,5,5,8,4,13,7,3,8,12,3,68,0,0,3,4,0,4,4,0,0,0,0,0,15,0,0,0,0,0,0,4,4,3,0,3,0,14,15,10,3,27,22,6,36,16,13,9,20,8,185,0,0,0,5,0,0,0,5,0,0,0,128,138,21,10,14,57,55,41,222,165,154,174,277,153,1343,0,0,0,0,3,0,3,5,15,16,29,8,79,0,0,4,0,0,3,4,0,0,3,0,0,14,0,0,0,0,3,0,9,9,11,7,19,9,67,0,0,0,0,0,0,3,3,3,3,3,0,15,0,0,0,3,4,5,29,16,3,24,13,5,102,0,0
LGA57140,0,0,30,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,0,3,0,3,0,15,3,0,0,3,4,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,29,9,3,0,0,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,9,9,6,4,4,38,20,6,24,6,10,3,3,21,145,0,0,0,0,4,3,5,7,0,3,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,8,4,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,3,3,0,0,3,3,3,23,3,0
LGA57210,7,3,137,0,0,0,5,10,3,9,3,3,0,0,0,33,3,0,0,4,12,11,44,4,6,3,0,0,87,0,0,0,0,0,0,9,3,0,0,3,3,18,3,0,3,9,10,7,13,3,0,0,0,3,51,0,0,3,11,8,4,4,0,0,3,0,0,33,0,0,0,3,3,3,0,3,0,0,0,3,15,0,0,0,3,0,0,3,3,0,0,0,0,9,7,5,4,81,31,3,15,0,0,0,3,5,154,0,3,0,3,0,0,0,0,0,0,0,40,46,19,8,13,127,86,34,151,38,26,11,13,57,583,0,3,0,4,6,5,20,17,10,5,8,11,89,0,0,5,4,0,0,7,3,0,0,0,3,22,0,0,3,5,5,10,48,20,12,7,5,12,127,0,0,0,0,3,0,7,3,0,3,0,3,19,0,0,0,9,19,18,34,3,6,0,3,8,100,0,0
LGA57280,113,13,394,3,0,0,3,0,3,3,0,3,0,3,0,18,0,0,0,0,0,3,19,35,25,27,25,3,137,0,0,0,0,0,0,4,8,3,5,3,0,23,0,0,0,3,3,7,23,17,5,24,6,8,96,0,0,0,4,3,5,4,3,0,0,0,0,19,0,0,0,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,7,3,5,4,19,4,4,8,0,3,0,0,0,50,0,0,0,0,3,0,0,0,0,0,0,70,73,6,5,4,29,13,26,91,128,146,125,154,97,824,3,0,0,0,0,0,25,36,64,41,78,28,275,0,0,0,0,0,0,7,4,3,4,0,0,18,0,0,0,0,3,3,36,56,44,47,67,16,272,0,0,0,0,0,0,0,5,15,18,12,7,57,0,0,0,4,3,10,70,59,16,87,14,17,280,0,4
LGA57350,3,0,24,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,0,3,3,3,10,8,3,0,3,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,6,5,4,0,3,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,0,25,16,12,28,12,9,3,6,16,131,0,0,0,3,3,3,3,3,4,3,0,5,27,0,0,3,0,3,0,0,0,0,0,0,3,9,0,0,0,3,4,3,12,3,3,3,0,3,34,0,0,0,3,0,0,3,0,0,0,0,3,9,0,0,0,3,0,3,4,0,0,0,0,3,13,0,0
LGA57420,13,3,65,0,0,0,3,3,0,3,3,0,0,3,0,15,0,0,0,0,4,4,10,7,3,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,4,0,4,23,0,0,0,12,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,3,0,0,12,0,3,4,8,7,0,8,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,9,9,3,3,4,32,26,7,47,25,8,16,19,16,206,0,0,0,3,3,3,8,0,8,3,9,8,45,0,0,0,0,0,3,0,3,0,0,0,3,9,0,0,0,0,4,4,23,5,0,6,0,4,46,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,4,8,14,8,0,16,0,7,61,0,0
LGA57490,135,31,1597,0,0,6,25,32,31,63,24,17,7,14,3,222,5,0,7,22,34,61,448,271,113,40,50,21,1072,0,0,4,8,3,8,59,52,40,16,13,17,220,5,0,5,58,112,117,374,110,17,68,7,48,921,0,5,30,123,85,46,84,11,0,3,0,10,397,0,0,0,9,12,21,31,17,3,8,3,9,113,0,0,0,0,5,3,27,16,17,5,9,3,85,45,104,77,1547,813,171,355,37,12,10,13,105,3289,0,3,3,47,22,3,16,0,0,3,3,703,803,55,112,132,1845,1145,470,1878,1007,562,316,247,950,8719,5,3,0,3,9,16,202,391,373,215,222,207,1646,0,5,4,12,19,19,73,52,20,10,9,29,252,4,3,3,18,35,95,781,731,408,235,161,213,2687,3,0,0,3,8,22,111,108,83,35,48,69,490,8,9,8,46,177,291,1115,452,105,267,58,196,2732,0,6
LGA57560,219,12,619,0,4,0,5,3,0,3,0,0,0,0,0,15,0,0,0,0,6,5,35,34,35,27,44,4,190,0,0,0,4,0,0,5,10,12,6,16,6,59,0,0,0,0,4,12,39,29,7,48,15,4,158,0,0,0,5,5,3,3,0,3,3,3,0,25,0,0,0,0,0,0,6,4,3,3,3,3,22,0,0,0,0,3,0,5,3,9,3,3,0,26,8,8,4,19,10,3,7,4,0,0,0,8,71,0,0,0,0,0,0,0,0,0,3,4,122,129,8,12,4,33,31,28,149,167,205,211,307,159,1314,0,0,3,3,3,3,22,36,93,83,159,47,452,0,0,0,0,0,3,4,10,0,0,6,7,30,0,0,0,3,3,4,64,130,105,117,121,34,581,0,0,0,0,3,0,9,17,19,28,27,8,111,4,0,0,3,7,17,122,118,28,191,37,35,562,0,0
