region_id,C01_Se_h_NPUR_1,C01_Se_h_NPUR_2,C01_Se_h_NPUR_3,C01_Se_h_NPUR_4,C01_Se_h_NPUR_5,C01_Se_h_NPUR_6more,C01_Se_h_Tot,C01_SDRTHT1S_NPUR_1,C01_SDRTHT1S_NPUR_2,C01_SDRTHT1S_NPUR_3,C01_SDRTHT1S_NPUR_4,C01_SDRTHT1S_NPUR_5,C01_SDRTHT1S_NPUR_6mo,C01_SDRTHT1S_To,C01_SDRTHT2S_NPUR_1,C01_SDRTHT2S_NPUR_2,C01_SDRTHT2S_NPUR_3,C01_SDRTHT2S_NPUR_4,C01_SDRTHT2S_NPUR_5,C01_SDRTHT2S_NPUR_6mo,C01_SDRTHT2S_To,C01_SDRTHT_NPUR_1,C01_SDRTHT_NPUR_2,C01_SDRTHT_NPUR_3,C01_SDRTHT_NPUR_4,C01_SDRTHT_NPUR_5,C01_SDRTHT_NPUR_6mor,C01_SDRTHT_Tot,C01_FUA_1_2SB_NPUR_1,C01_FUA_1_2SB_NPUR_2,C01_FUA_1_2SB_NPUR_3,C01_FUA_1_2SB_NPUR_4,C01_FUA_1_2SB_NPUR_5,C01_FUA_1_2SB_NPUR_6mor,C01_FUA_1_2SB_Tot,C01_FUA_I_a_3SB_NPUR_1,C01_FUA_I_a_3SB_NPUR_2,C01_FUA_I_a_3SB_NPUR_3,C01_FUA_I_a_3SB_NPUR_4,C01_FUA_I_a_3SB_NPUR_5,C01_FUA_I_a_3SB_NPUR_6m,C01_FUA_In_a_3SB_To,C01_FUA_4mor_s_b_NPUR_1,C01_FUA_4mor_s_b_NPUR_2,C01_FUA_4mor_s_b_NPUR_3,C01_FUA_4mor_s_b_NPUR_4,C01_FUA_4mor_s_b_NPUR_5,C01_FUA_4m_s_b_NPUR_6mor,C01_FUA_4mor_st_bl_Tot,C01_FUA_AH_NPUR_1,C01_FUA_AH_NPUR_2,C01_FUA_AH_NPUR_3,C01_FUA_AH_NPUR_4,C01_FUA_AH_NPUR_5,C01_FUA_AH_NPUR_6mo,C01_FUA_AH_Tot,C01_FUA_To_NPUR_1,C01_FUA_To_NPUR_2,C01_FUA_To_NPUR_3,C01_FUA_To_NPUR_4,C01_FUA_To_NPUR_5,C01_FUA_To_NPUR_6mo,C01_FUA_To_To,C01_OD_CCH_NPUR_1,C01_OD_CCH_NPUR_2,C01_OD_CCH_NPUR_3,C01_OD_CCH_NPUR_4,C01_OD_CCH_NPUR_5,C01_OD_CCH_NPUR_6mo,C01_OD_CCH_Tot,C01_OD_IHTSO_NPUR_1,C01_OD_IHTSO_NPUR_2,C01_OD_IHTSO_NPUR_3,C01_OD_IHTSO_NPUR_4,C01_OD_IHTSO_NPUR_5,C01_OD_IHTSO_NPUR_6mo,C01_OD_IHTSO_Tot,C01_OD_H_f_a_s_o_NPUR_1,C01_OD_H_f_a_s_o_NPUR_2,C01_OD_H_f_a_s_o_NPUR_3,C01_OD_H_f_a_s_o_NPUR_4,C01_OD_H_f_a_s_o_NPUR_5,C01_OD_H_f_a_s_o_NPUR_6mor,C01_OD_H_f_a_s_o_TO,C01_OD_Tot_NPUR_1,C01_OD_Tot_NPUR_2,C01_OD_Tot_NPUR_3,C01_OD_Tot_NPUR_4,C01_OD_Tot_NPUR_5,C01_OD_Tot_NPUR_6mor,C01_OD_T_T,C01_DS_ns_NPUR_1,C01_DS_ns_NPUR_2,C01_DS_ns_NPUR_3,C01_DS_ns_NPUR_4,C01_DS_ns_NPUR_5,C01_DS_ns_NPUR_6more,C01_Dwg_st_NS_T,C01_Tot_NPUR_1,C01_Tot_NPUR_2,C01_Tot_NPUR_3,C01_Tot_NPUR_4,C01_Tot_NPUR_5,C01_Tot_NPUR_6more,C01_T_T,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_S_r_t_h_t_1_s_NPUR_1,C06_S_r_t_h_t_1_s_NPUR_2,C06_S_r_t_h_t_1_s_NPUR_3,C06_S_r_t_h_t_1_s_NPUR_4,C06_S_r_t_h_t_1_s_NPUR_5,C06_S_r_t_h_t_1_s_NPUR_6mo,C06_SDRTHTS_To,C06_S_r_t_h_t_2mor_s_NPUR_1,C06_S_r_t_h_t_2mor_s_NPUR_2,C06_S_r_t_h_t_2mor_s_NPUR_3,C06_S_r_t_h_t_2mor_s_NPUR_4,C06_S_r_t_h_t_2mor_s_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_Sd_r_t_h_t_To_NPUR_1,C06_Sd_r_t_h_t_To_NPUR_2,C06_Sd_r_t_h_t_To_NPUR_3,C06_Sd_r_t_h_t_To_NPUR_4,C06_Sd_r_t_h_t_To_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_Sd_r_t_h_t_To_Tot,C06_Fl_u_a_1_2SB_NPUR_1,C06_Fl_u_a_1_2SB_NPUR_2,C06_Fl_u_a_1_2SB_NPUR_3,C06_Fl_u_a_1_2SB_NPUR_4,C06_Fl_u_a_1_2SB_NPUR_5,C06_F_u_a_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_F_u_a_I_a_3SB_NPUR_1,C06_F_u_a_I_a_3SB_NPUR_2,C06_F_u_a_I_a_3SB_NPUR_3,C06_F_u_a_I_a_3SB_NPUR_4,C06_F_u_a_I_a_3SB_NPUR_5,C06_F_u_a_I_a_3SB_NPUR_6m,C06_FUA_In_a_3_st_b_To,C06_F_u_a_4mor_s_b_NPUR_1,C06_F_u_a_4mor_s_b_NPUR_2,C06_F_u_a_4mor_s_b_NPUR_3,C06_F_u_a_4mor_s_b_NPUR_4,C06_F_u_a_4mor_s_b_NPUR_5,C06_F_u_a_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4
LGA52380,22,33,11,8,10,7,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,6,29,39,11,8,10,7,104,22,28,13,3,4,11,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0
LGA52450,87,168,59,75,39,24,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,16,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,105,172,59,75,39,24,474,119,175,54,60,27,15,450,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,15,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0
LGA52520,109,154,81,82,51,39,516,8,3,0,0,3,3,17,0,0,0,0,0,0,0,8,3,0,0,3,3,17,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,6,10,0,3,0,0,0,13,0,0,0,0,0,0,0,131,160,84,82,54,42,553,112,168,66,65,34,29,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,3,0,0,0,0,6,0,0,0,0
LGA52590,187,370,121,127,71,29,905,8,9,3,3,0,0,23,0,3,0,3,0,0,6,8,12,3,6,0,0,29,4,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,3,3,0,0,0,13,11,15,0,3,0,0,29,0,0,0,0,0,0,0,3,3,0,0,0,0,6,14,18,0,3,0,0,35,4,7,0,0,0,0,11,220,410,127,136,71,29,993,229,409,118,134,66,27,983,6,3,3,3,0,0,15,0,3,0,0,0,0,3,6,6,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,3,0,3,24,4,0,0,0,0,0,4,3,0,3,0,0,0,6,18,7,3,3,0,3,34,0,0,0,0
LGA52660,348,901,488,618,258,88,2701,31,29,4,0,0,0,64,3,0,0,0,0,0,3,34,29,4,0,0,0,67,3,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,10,15,11,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,26,30,20,6,5,3,3,67,430,965,498,626,261,91,2871,504,1128,565,649,285,110,3241,41,35,20,8,3,3,110,0,0,0,0,0,0,0,41,35,20,8,3,3,110,8,16,0,0,0,0,24,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,8,19,0,3,0,0,30,54,28,3,3,0,0,88,0,3,0,4,0,0,7,0,0,0,0,0,0,0,54,31,3,7,0,0,95,0,0,0,0
LGA52730,347,627,241,219,100,28,1562,12,3,3,0,0,0,18,0,0,0,0,0,0,0,12,3,3,0,0,0,18,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,5,3,0,0,0,19,0,3,0,0,0,0,3,0,3,0,0,0,0,3,11,11,3,0,0,0,25,6,5,0,0,0,0,11,376,649,247,219,100,28,1619,418,700,225,222,81,18,1664,12,7,0,0,0,0,19,0,0,0,0,0,0,0,12,7,0,0,0,0,19,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,16,10,3,0,0,0,29,6,7,0,0,0,0,13,5,6,0,3,0,0,14,27,23,3,3,0,0,56,0,0,0,0
LGA52800,201,302,205,205,141,273,1327,41,24,9,8,0,3,85,3,3,0,0,0,0,6,44,27,9,8,0,3,91,59,18,7,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,18,7,0,0,0,84,24,32,9,4,0,4,73,3,4,3,0,3,0,13,4,6,0,3,3,0,16,31,42,12,7,6,4,102,6,7,4,0,0,3,20,341,396,237,220,147,283,1624,197,341,173,185,136,261,1293,117,42,16,9,3,4,191,3,0,0,0,0,0,3,120,42,16,9,3,4,194,9,10,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,19,31,27,3,5,3,6,75,22,5,3,0,3,0,33,13,12,0,5,0,0,30,66,44,6,10,6,6,138,0,0,0,0
LGA52870,254,600,203,263,123,43,1486,4,3,0,0,0,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,7,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,6,0,0,0,0,0,6,3,3,7,3,0,0,16,0,0,0,0,0,0,0,9,3,7,3,0,0,22,15,8,4,4,0,3,34,295,614,214,270,123,46,1562,330,647,243,252,112,46,1630,19,0,3,0,0,0,22,0,0,0,0,0,0,0,19,0,3,0,0,0,22,15,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,21,9,9,0,3,0,0,21,0,5,0,0,3,0,8,0,0,0,0,0,0,0,9,14,0,3,3,0,29,0,0,0,0
LGA52940,67,95,60,37,23,5,287,6,5,0,0,0,0,11,0,0,0,0,0,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,73,100,60,40,23,5,301,62,107,32,25,25,6,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,15,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0
LGA53010,65,102,34,29,22,10,262,3,3,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,68,108,34,29,22,10,271,62,108,31,22,16,9,248,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,3,0,3,0,0,6,0,0,0,0
LGA53080,123,128,53,57,18,15,394,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,0,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,13,3,0,0,0,24,0,0,0,0,0,0,0,136,141,56,57,18,15,423,119,124,49,43,16,7,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,14,9,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,13,0,0,0,0
LGA53150,330,558,319,321,158,32,1718,98,77,16,7,6,0,204,89,103,15,7,4,0,218,187,180,31,14,10,0,422,69,27,7,0,0,0,103,91,30,4,0,0,0,125,72,33,6,3,0,0,114,4,3,0,0,0,0,7,236,93,17,3,0,0,349,3,0,0,0,0,0,3,3,0,0,0,0,0,3,11,8,4,0,0,0,23,17,8,4,0,0,0,29,16,4,3,0,0,0,23,786,843,374,338,168,32,2541,332,573,283,352,165,38,1743,106,101,20,17,0,3,247,88,102,23,16,9,0,238,194,203,43,33,9,3,485,50,24,8,3,0,0,85,70,22,3,0,0,3,98,47,28,5,0,3,0,83,0,0,0,0,0,0,0,167,74,16,3,3,3,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,3,6,0,0,0,0,9,7,0,0,0
LGA53220,146,268,180,238,115,103,1050,60,46,4,0,0,3,113,0,0,0,0,0,0,0,60,46,4,0,0,3,113,91,24,6,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,24,6,0,0,0,121,33,28,8,5,3,3,80,23,0,3,0,0,0,26,4,8,3,0,0,0,15,60,36,14,5,3,3,121,5,7,4,3,4,0,23,362,381,208,246,122,109,1428,190,329,204,264,138,134,1259,17,10,3,3,0,0,33,7,9,0,0,0,0,16,24,19,3,3,0,0,49,63,30,9,7,3,0,112,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,63,30,12,7,3,0,115,25,26,3,3,3,0,60,5,0,0,0,0,0,5,3,3,0,0,0,0,6,33,29,3,3,3,0,71,0,0,0,0
LGA53290,628,1302,612,669,336,153,3700,117,71,25,13,3,3,232,10,22,8,3,5,3,51,127,93,33,16,8,6,283,177,47,9,3,3,0,239,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,183,47,9,3,3,0,245,57,27,4,4,0,3,95,9,6,0,3,0,0,18,9,8,4,3,3,0,27,75,41,8,10,3,3,140,8,14,4,9,0,3,38,1021,1497,666,707,350,165,4406,730,1436,600,654,333,147,3900,123,56,19,11,4,3,216,12,13,5,0,0,0,30,135,69,24,11,4,3,246,150,53,9,8,4,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,154,53,9,8,4,0,228,49,17,9,0,0,0,75,6,0,0,0,0,0,6,4,8,0,0,0,0,12,59,25,9,0,0,0,93,0,0,0,0
LGA53360,128,206,93,120,48,14,609,15,17,6,0,0,0,38,0,0,0,0,0,0,0,15,17,6,0,0,0,38,33,17,3,0,0,0,53,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,6,0,0,0,56,32,55,4,7,0,0,98,3,0,0,0,0,0,3,3,10,3,3,0,0,19,38,65,7,10,0,0,120,3,3,3,0,0,0,9,217,308,115,130,48,14,832,115,232,85,97,25,17,571,22,16,0,4,0,0,42,3,0,0,0,3,0,6,25,16,0,4,3,0,48,50,21,4,5,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,21,4,5,0,0,80,26,50,3,3,3,0,85,4,3,0,0,0,0,7,0,0,3,0,0,0,3,30,53,6,3,3,0,95,0,0,0,0
LGA53430,1573,2378,1224,917,324,98,6514,627,444,138,53,17,4,1283,339,414,159,58,22,3,995,966,858,297,111,39,7,2278,422,91,23,7,3,0,546,249,134,22,10,3,0,418,244,83,12,5,3,0,347,9,7,0,0,0,0,16,924,315,57,22,9,0,1327,55,38,5,3,3,0,104,48,0,0,0,0,0,48,19,12,3,5,3,3,45,122,50,8,8,6,3,197,22,22,6,0,0,0,50,3607,3623,1592,1058,378,108,10366,1707,2578,1180,969,325,97,6856,527,353,103,55,8,5,1051,348,360,109,64,13,0,894,875,713,212,119,21,5,1945,477,163,32,9,7,0,688,205,78,12,8,0,0,303,244,154,32,10,0,0,440,4,0,0,0,0,0,4,930,395,76,27,7,0,1435,61,41,3,0,0,0,105,50,0,0,0,0,0,50,8,9,6,0,3,0,26,119,50,9,0,3,0,181,0,3,0,0
LGA53520,1527,3051,1643,1667,784,414,9086,469,279,75,50,14,5,892,36,50,14,8,3,0,111,505,329,89,58,17,5,1003,348,149,36,11,4,0,548,32,8,3,3,0,0,46,15,5,3,0,0,0,23,4,4,0,0,0,0,8,399,166,42,14,4,0,625,90,63,7,10,3,0,173,5,7,0,4,0,3,19,8,11,4,4,3,3,33,103,81,11,18,6,6,225,11,13,7,9,4,3,47,2545,3640,1792,1766,815,428,10986,1657,3442,1604,1664,764,410,9541,287,188,35,21,5,6,542,27,21,8,3,3,0,62,314,209,43,24,8,6,604,548,220,79,27,9,3,886,13,6,0,0,0,0,19,9,0,0,0,0,0,9,6,0,0,0,0,0,6,576,226,79,27,9,3,920,104,66,6,3,3,0,182,9,16,3,4,5,0,37,4,10,3,0,0,0,17,117,92,12,7,8,0,236,0,3,0,0
LGA53570,302,555,163,161,90,59,1330,7,12,3,3,3,0,28,0,3,0,3,0,0,6,7,15,3,6,3,0,34,12,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,16,3,0,0,0,0,19,16,3,3,3,0,0,25,3,0,0,3,3,3,12,0,3,0,0,0,0,3,19,6,3,6,3,3,40,7,5,3,0,3,3,21,351,584,172,173,99,65,1444,301,618,169,146,72,53,1359,10,10,0,0,0,3,23,0,0,0,0,0,0,0,10,10,0,0,0,3,23,8,3,3,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,5,0,0,19,17,7,4,4,0,0,32,5,8,3,3,0,0,19,3,0,0,0,3,0,6,25,15,7,7,3,0,57,0,0,0,0
LGA53640,106,172,71,80,38,30,497,8,3,0,0,0,0,11,0,0,0,0,0,0,0,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,3,3,0,0,0,6,3,6,3,0,0,0,12,3,0,0,0,0,0,3,120,181,74,80,38,30,523,114,163,66,78,40,19,480,3,4,0,0,0,0,7,0,0,0,0,0,0,0,3,4,0,0,0,0,7,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,83,134,42,50,23,10,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,86,137,42,50,23,10,348,84,143,40,47,18,13,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,3,0,0,0,0,10,0,3,0,0,0,0,3,4,0,0,0,0,0,4,4,0,4,0,0,0,8,8,3,4,0,0,0,15,0,0,0,0
LGA53780,4241,8196,4990,5046,2307,1094,25874,825,461,126,59,25,4,1500,4,5,5,0,3,0,17,829,466,131,59,28,4,1517,142,68,21,17,5,0,253,6,0,0,0,0,0,6,0,3,0,0,0,0,3,22,12,3,3,0,0,40,170,83,24,20,5,0,302,51,22,4,3,0,3,83,0,3,0,0,0,0,3,5,4,3,0,0,0,12,56,29,7,3,0,3,98,31,39,20,16,9,8,123,5327,8813,5172,5144,2349,1109,27914,5040,9466,5390,5480,2381,1224,28981,755,530,112,60,20,10,1487,10,8,3,0,3,0,24,765,538,115,60,23,10,1511,620,393,63,29,8,3,1116,10,4,0,0,0,0,14,30,17,3,0,0,3,53,8,6,0,0,0,0,14,668,420,66,29,8,6,1197,46,15,4,3,0,0,68,0,0,0,0,0,0,0,8,8,0,0,0,0,16,54,23,4,3,0,0,84,0,3,0,0
LGA53920,54,69,61,68,46,190,488,9,6,3,3,0,0,21,0,0,0,0,0,0,0,9,6,3,3,0,0,21,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,20,20,12,7,20,92,20,0,3,0,0,3,26,3,4,5,3,0,0,15,36,24,28,15,7,23,133,17,0,0,0,0,3,20,116,103,92,86,53,216,666,98,100,57,77,51,132,515,9,6,3,0,3,0,21,0,0,0,0,0,0,0,9,6,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,18,15,9,5,4,13,64,95,0,0,0,0,0,95,0,6,0,0,0,0,6,113,21,9,5,4,13,165,0,0,0,0
LGA53990,814,1814,917,1182,574,228,5529,93,56,13,10,4,3,179,0,3,0,0,0,0,3,93,59,13,10,4,3,182,39,17,3,4,0,0,63,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,45,17,3,4,0,0,69,44,25,6,3,0,0,78,0,3,0,0,0,0,3,0,3,3,0,0,0,6,44,31,9,3,0,0,87,7,3,3,0,5,0,18,1003,1924,945,1199,583,231,5885,884,2248,1000,1231,519,224,6106,38,30,9,4,0,0,81,6,0,0,0,0,0,6,44,30,9,4,0,0,87,75,55,13,0,5,0,148,0,0,0,0,0,0,0,24,16,0,0,0,0,40,0,0,0,0,0,0,0,99,71,13,0,5,0,188,45,30,5,8,5,0,93,5,3,3,0,0,0,11,5,3,6,0,0,0,14,55,36,14,8,5,0,118,3,3,3,0
LGA54060,184,345,129,148,67,28,901,34,7,3,3,0,0,47,0,3,0,0,0,0,3,34,10,3,3,0,0,50,16,11,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,3,3,0,0,33,19,21,3,0,0,0,43,6,8,3,5,0,0,22,4,5,3,3,3,0,18,29,34,9,8,3,0,83,0,3,0,0,0,0,3,263,403,144,162,70,28,1070,187,424,125,147,74,19,976,58,42,9,0,4,0,113,0,6,0,0,0,0,6,58,48,9,0,4,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,17,15,3,0,0,0,35,0,5,0,5,0,0,10,3,3,0,0,0,0,6,20,23,3,5,0,0,51,0,0,0,0
