region_id,Med_ag_pe_In_pe_h_I_p,Me_ag_ps_N_In_ps_ot_hh,Med_age_psns_Tot,Me_p_in_wk_In_ps_hh_In_p,Me_ps_in_wk_No_In_ps_ot_hh,Med_psnl_inc_wk_Tot,Me_hh_in_wk_In_ps_hh_In_ps,Me_hh_in_wk_No_In_ps_ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_In_ps_hh_In_ps,Me_mo_re_mt_No_In_ps_ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_In_ps_hh_Ind_psns,Me_re_wk_No_In_psns_oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_In_ps_hh_wi_In_p,Av_Nu_ps_pe_be_No_In_ps_ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_In_ps_hh_wi_Ind_psns,Avg_hh_si_No_Ind_psn_othr_hhd,Avg_household_size_Tot,P_d_n_x_b_In_ps_hh_w_In_p,P_d_n_x_b_No_In_p_oth_hh,P_d_n_x_b_Tot
IARE105008,25,47,46,339,430,425,766,774,773,889,1083,1083,142,150,150,1.1,1.1,1.1,2.9,2.3,2.3,3.6,1.0,1.1
IARE105009,22,46,45,327,420,412,728,789,785,1213,1083,1092,160,152,155,1.2,1.1,1.1,2.8,2.3,2.3,7.8,1.8,2.2
IARE105010,23,46,45,340,477,471,603,857,847,1463,1200,1200,135,170,165,1.1,1.1,1.1,2.7,2.3,2.3,5.5,0.9,1.1
IARE105011,18,43,41,360,469,459,758,838,829,1127,1181,1148,150,150,150,1.1,1.1,1.1,3.1,2.3,2.4,5.4,1.8,2.2
IARE105012,19,37,36,364,522,515,796,1051,1033,1300,1500,1473,170,175,175,1.2,1.1,1.1,3.0,2.6,2.6,6.8,2.9,3.1
IARE105013,27,42,41,346,459,455,749,869,861,975,1159,1127,160,145,150,1.1,1.1,1.1,3.1,2.4,2.5,8.0,1.9,2.1
IARE105014,22,44,41,354,467,445,758,848,832,1000,867,867,120,85,110,1.2,1.1,1.1,3.2,2.3,2.5,8.0,1.3,2.3
IARE105015,21,43,42,364,470,465,931,918,918,1543,1452,1470,180,170,170,1.2,1.1,1.1,3.2,2.3,2.4,8.9,2.0,2.3
IARE105016,20,42,41,357,447,443,986,905,909,1616,1517,1517,200,200,200,1.2,1.1,1.1,3.2,2.4,2.4,9.3,1.9,2.3
IARE105017,19,45,42,392,454,449,743,805,794,1177,1000,1040,150,140,140,1.2,1.1,1.1,3.1,2.3,2.4,6.8,1.5,2.1
IARE105018,18,37,36,377,594,582,894,1179,1160,1385,1640,1625,195,235,230,1.2,1.1,1.1,3.2,2.5,2.5,10.4,1.7,2.2
IARE105019,20,42,41,353,488,481,746,948,938,1250,1300,1300,160,165,160,1.2,1.1,1.1,3.0,2.4,2.4,7.5,1.5,1.8
IARE105020,19,45,45,353,467,465,822,885,883,1083,1200,1200,180,150,155,1.2,1.1,1.1,3.1,2.4,2.4,7.8,1.3,1.4
IARE105021,19,35,34,396,594,586,867,1169,1149,1517,1538,1538,190,230,220,1.2,1.1,1.1,3.1,2.5,2.5,6.1,1.6,1.9
IARE105022,20,41,40,314,444,439,647,820,812,1300,1248,1253,180,180,180,1.2,1.1,1.1,3.2,2.4,2.5,6.9,1.7,1.9
IARE106001,18,48,48,328,456,453,752,850,847,1333,1300,1300,190,200,200,1.2,1.1,1.1,3.1,2.3,2.3,8.2,1.9,2.1
IARE106002,21,51,50,318,431,424,737,788,785,1517,1430,1430,185,220,220,1.2,1.1,1.1,3.1,2.2,2.3,9.3,1.6,2.0
IARE106003,20,47,46,346,430,426,819,822,822,1538,1517,1517,205,220,220,1.2,1.1,1.1,3.2,2.3,2.3,8.0,1.5,1.9
IARE106004,21,39,38,560,750,746,1328,1468,1463,1733,1950,1944,220,250,250,1.1,1.1,1.1,3.0,2.5,2.5,7.4,2.3,2.5
IARE106005,21,43,43,396,556,553,1017,1098,1096,1733,1733,1733,220,215,215,1.1,1.1,1.1,3.2,2.4,2.5,6.8,1.7,1.9
IARE107001,31,31,31,465,420,420,1292,1159,1160,1777,2000,2000,325,350,350,1.2,1.3,1.3,2.7,3.1,3.1,10.0,14.4,14.4
IARE107002,23,38,38,555,720,720,1796,2046,2044,2817,2570,2572,400,450,450,1.1,1.1,1.1,3.4,3.1,3.1,6.5,1.8,1.8
IARE107003,19,33,32,360,572,565,938,1405,1388,1830,2100,2100,200,300,300,1.2,1.1,1.1,3.4,3.1,3.1,12.1,6.2,6.4
IARE107004,21,42,42,443,593,590,1261,1270,1270,1950,1842,1842,283,280,280,1.1,1.1,1.1,3.2,2.5,2.5,4.3,1.6,1.7
IARE107005,25,37,37,506,576,575,1125,1246,1244,2687,2500,2500,300,340,330,1.2,1.2,1.2,2.8,2.6,2.6,13.0,9.0,9.1
IARE107006,18,34,34,593,697,695,1809,1740,1742,2500,2195,2200,350,360,360,1.1,1.1,1.1,3.5,3.0,3.0,5.8,1.8,1.9
IARE107007,18,34,33,390,551,547,1004,1265,1253,1863,1800,1800,220,265,260,1.2,1.1,1.1,3.4,2.9,2.9,10.0,5.1,5.3
IARE107008,25,35,35,418,429,429,1095,1063,1063,1960,2000,2000,290,300,300,1.2,1.3,1.3,3.0,2.9,2.9,10.9,10.1,10.2
IARE107009,21,36,36,368,370,370,971,1025,1024,1686,1800,1800,258,280,280,1.2,1.2,1.2,3.3,3.2,3.2,12.8,11.6,11.6
IARE107010,20,37,36,429,627,622,1213,1385,1380,2058,2019,2023,265,280,280,1.2,1.1,1.1,3.4,2.8,2.8,10.2,2.9,3.1
IARE107011,24,34,34,440,517,516,1060,1210,1208,2167,2058,2058,300,330,330,1.2,1.2,1.2,3.1,2.8,2.8,13.3,8.6,8.7
IARE107012,24,40,40,567,729,729,1891,2025,2025,2600,2600,2600,394,445,445,1.1,1.1,1.1,3.2,2.9,2.9,5.2,2.6,2.6
IARE107013,25,37,37,556,650,650,1730,1511,1512,2535,2400,2400,290,370,370,1.2,1.2,1.2,2.8,2.6,2.6,7.2,4.9,4.9
IARE107014,22,37,37,504,566,565,1234,1357,1356,2000,2167,2167,340,370,370,1.2,1.2,1.2,3.1,2.8,2.8,11.5,6.9,6.9
IARE107015,18,40,39,390,504,502,1030,1157,1152,2041,1907,1907,230,270,260,1.2,1.1,1.1,3.3,2.7,2.7,9.0,2.1,2.3
IARE107016,29,37,37,444,1093,1086,1051,2254,2235,2167,3000,3000,220,480,480,1.2,1.1,1.1,2.5,2.3,2.3,10.1,3.1,3.2
IARE107017,20,33,33,388,513,510,1014,1302,1296,2167,2163,2167,225,300,295,1.2,1.2,1.2,3.2,3.2,3.2,10.3,6.9,7.0
IARE107018,58,48,48,2000,627,633,0,904,904,0,1040,1040,0,138,138,0,1.2,1.2,0,2.2,2.2,0,3.0,3.0
IARE107019,28,36,36,550,775,772,1233,1611,1605,3031,2453,2461,280,375,370,1.2,1.2,1.2,2.6,2.3,2.3,11.7,6.0,6.1
IARE107020,29,39,39,642,779,779,1713,1813,1812,2500,2800,2800,475,460,460,1.1,1.1,1.1,3.0,2.6,2.6,6.2,3.0,3.1
IARE107021,26,33,33,420,545,544,908,1291,1287,2000,2058,2058,225,340,340,1.2,1.2,1.2,2.8,2.7,2.7,10.6,8.5,8.6
IARE107022,21,34,34,491,627,624,1301,1404,1400,2000,1993,1993,275,300,300,1.2,1.1,1.1,3.3,2.8,2.9,8.0,3.5,3.7
IARE107023,27,35,35,453,722,718,1156,1586,1577,2600,2600,2600,226,450,440,1.2,1.2,1.2,2.8,2.4,2.4,9.5,6.1,6.1
IARE107024,26,37,36,659,555,555,1487,1274,1276,2167,2167,2167,380,370,370,1.3,1.2,1.2,2.9,2.7,2.7,11.8,9.0,9.0
IARE107025,25,39,39,569,719,718,1629,1675,1674,2600,2400,2400,350,370,370,1.2,1.1,1.1,3.0,2.7,2.7,8.4,2.5,2.5
IARE107026,30,32,32,390,895,888,781,1652,1639,2650,2526,2529,200,470,465,1.2,1.3,1.3,2.2,1.9,1.9,8.9,8.5,8.5
IARE107027,28,36,36,606,643,643,1489,1548,1548,2600,2400,2400,370,411,411,1.2,1.2,1.2,2.8,2.6,2.6,11.1,7.6,7.6
IARE107028,29,37,37,854,1041,1041,1741,2162,2160,2500,2845,2845,460,475,475,1.2,1.2,1.2,2.4,2.3,2.3,7.4,4.0,4.1
IARE107029,19,37,37,487,610,607,1403,1449,1447,2123,2080,2080,278,270,270,1.1,1.1,1.1,3.5,2.9,3.0,5.5,2.4,2.5
IARE107030,21,39,38,374,492,489,928,1107,1101,2000,1950,1950,205,250,250,1.2,1.1,1.1,3.0,2.5,2.5,9.2,3.0,3.2
IARE107031,28,36,36,762,1046,1045,1916,2083,2082,3467,3000,3015,495,510,510,1.3,1.2,1.2,2.5,2.3,2.3,7.9,3.5,3.5
IARE194994,30,38,37,282,356,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE197997,0,63,63,500,470,474,0,0,0,0,3924,3924,0,0,0,0,0,0,0,0,0,0,0,0
IARE201001,23,35,35,457,429,429,1031,1106,1106,1733,1600,1600,270,265,265,1.2,1.1,1.1,3.1,2.9,2.9,9.9,7.0,7.0
IARE201002,22,34,34,531,592,592,1147,1304,1302,1842,1733,1733,277,280,280,1.2,1.1,1.1,3.4,2.8,2.8,5.6,2.2,2.3
IARE201003,19,32,32,539,572,571,1480,1424,1425,1870,1777,1779,281,300,300,1.2,1.1,1.1,3.6,3.1,3.1,9.5,3.8,3.8
IARE201004,19,33,33,426,572,572,1198,1343,1342,1780,1733,1733,260,295,295,1.2,1.1,1.1,3.5,3.0,3.0,10.3,3.7,3.8
IARE201005,23,38,38,521,584,583,1226,1212,1212,1866,1733,1733,265,280,280,1.2,1.1,1.1,3.1,2.5,2.5,8.3,2.5,2.5
IARE201006,24,35,35,381,396,396,808,954,953,1517,1517,1517,218,250,250,1.3,1.2,1.2,3.0,2.8,2.8,11.2,9.5,9.5
IARE201007,19,38,38,513,598,598,1329,1401,1401,1733,1733,1733,300,300,300,1.2,1.1,1.1,3.4,2.8,2.8,7.2,2.1,2.1
IARE201008,27,36,36,502,607,607,1275,1326,1326,2100,2000,2000,300,290,290,1.2,1.1,1.1,2.5,2.5,2.5,10.1,4.8,4.8
IARE201009,21,38,38,423,612,611,1190,1309,1309,2000,1733,1733,230,290,290,1.2,1.1,1.1,3.0,2.6,2.6,5.4,2.6,2.6
IARE201010,29,38,38,586,767,767,1446,1706,1705,1800,2300,2300,350,355,355,1.1,1.1,1.1,2.5,2.5,2.5,6.3,2.8,2.8
IARE201011,24,40,40,477,616,615,1169,1506,1504,1900,1991,1989,270,320,320,1.1,1.1,1.1,3.0,2.7,2.7,6.5,2.1,2.1
IARE201012,31,32,32,572,860,859,1316,1550,1549,2085,2200,2196,321,380,380,1.2,1.2,1.2,2.1,2.0,2.0,8.2,5.4,5.4
IARE201013,21,32,32,410,611,610,1059,1367,1363,1309,1733,1733,250,270,270,1.2,1.1,1.1,3.3,3.0,3.0,7.9,3.0,3.0
IARE201014,24,38,38,384,520,520,1420,1321,1321,1500,2000,2000,350,345,345,1.2,1.1,1.1,3.2,2.7,2.7,8.9,3.6,3.6
IARE201015,25,35,35,415,487,486,954,1121,1120,2100,1733,1733,260,300,300,1.2,1.2,1.2,2.8,2.6,2.6,8.6,6.4,6.4
IARE201016,21,44,43,429,538,538,1029,1055,1054,1668,1733,1733,245,260,260,1.1,1.1,1.1,3.1,2.4,2.4,7.1,1.5,1.5
IARE201017,23,35,35,474,527,526,1123,1228,1227,1990,1878,1879,271,300,300,1.2,1.1,1.1,3.0,2.7,2.7,10.3,4.7,4.7
IARE201018,29,39,39,478,561,561,1283,1317,1317,1342,1950,1950,251,321,320,1.1,1.1,1.1,2.9,2.6,2.6,8.9,3.0,3.0
IARE201019,22,33,33,480,619,618,1171,1381,1379,1500,1800,1800,260,280,280,1.1,1.1,1.1,3.1,2.8,2.8,7.9,3.4,3.5
IARE201020,22,38,38,391,580,579,1152,1283,1281,1600,1643,1641,235,266,265,1.1,1.1,1.1,3.2,2.7,2.7,4.7,2.2,2.2
IARE202001,19,37,37,352,509,507,842,981,979,1300,1300,1300,190,200,200,1.2,1.1,1.1,3.0,2.4,2.4,8.4,2.0,2.1
IARE202002,22,41,41,402,511,510,985,1018,1018,1300,1387,1387,182,200,200,1.2,1.1,1.1,3.2,2.5,2.5,6.2,2.0,2.1
IARE202003,19,38,38,373,515,513,819,994,992,1300,1300,1300,175,200,200,1.2,1.1,1.1,3.1,2.4,2.5,9.9,2.1,2.2
IARE202004,20,41,40,366,483,480,741,919,914,1200,1300,1300,175,180,180,1.2,1.1,1.1,3.0,2.5,2.5,8.6,2.5,2.6
IARE202005,24,48,48,322,416,414,644,762,760,867,1040,1040,160,150,150,1.2,1.1,1.1,2.9,2.2,2.2,8.1,2.0,2.1
IARE202006,20,40,39,386,519,518,980,1050,1049,1400,1517,1517,220,231,230,1.1,1.1,1.1,3.0,2.4,2.4,7.2,2.0,2.1
IARE202007,21,45,44,347,459,456,756,850,847,1300,1249,1250,170,175,175,1.2,1.1,1.1,3.1,2.3,2.3,7.3,1.6,1.7
IARE202008,20,39,39,337,471,468,809,947,945,1040,1200,1200,160,160,160,1.2,1.1,1.1,3.0,2.4,2.4,10.8,2.2,2.3
IARE202009,25,40,40,439,573,573,1256,1303,1302,1777,1625,1625,226,230,230,1.2,1.1,1.1,3.0,2.7,2.7,4.1,1.7,1.7
IARE202010,18,40,39,333,468,463,707,887,878,1278,1272,1274,160,171,170,1.2,1.1,1.1,3.1,2.4,2.5,11.0,2.5,2.8
IARE202011,20,45,45,381,476,475,900,886,886,1257,1300,1300,200,200,200,1.2,1.1,1.1,2.9,2.3,2.3,7.8,1.7,1.7
IARE202012,23,42,41,375,516,515,923,1002,1001,1380,1300,1300,180,175,175,1.2,1.1,1.1,3.0,2.5,2.5,6.4,1.9,1.9
IARE202013,22,44,43,373,485,483,752,908,904,1040,1104,1101,150,154,151,1.1,1.1,1.1,2.9,2.3,2.3,2.9,1.6,1.6
IARE202014,19,40,39,358,486,481,710,895,885,1114,1192,1192,150,160,155,1.2,1.1,1.1,3.0,2.5,2.5,12.2,2.6,3.1
IARE202015,21,47,47,326,472,471,742,870,868,1179,1300,1300,175,170,170,1.2,1.1,1.1,2.9,2.3,2.3,5.0,1.8,1.9
IARE202016,21,37,37,403,549,547,1125,1169,1168,1700,1595,1600,160,205,205,1.2,1.1,1.1,3.1,2.7,2.7,9.7,2.5,2.6
IARE202017,18,38,38,333,535,532,741,1034,1026,1300,1495,1495,161,225,220,1.2,1.1,1.1,3.0,2.4,2.5,6.9,2.0,2.1
IARE202018,23,44,44,359,480,478,725,858,855,900,980,975,150,140,140,1.2,1.1,1.1,2.9,2.3,2.3,9.1,1.6,1.7
IARE202019,19,41,41,364,527,525,864,970,969,1603,1333,1340,188,190,190,1.2,1.1,1.1,3.0,2.4,2.4,7.1,1.6,1.6
IARE294994,31,32,32,251,358,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE297997,0,45,45,2000,1843,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE301001,19,42,42,398,495,493,1115,1011,1014,2000,1733,1733,260,250,250,1.2,1.1,1.1,3.4,2.6,2.6,8.0,2.2,2.4
IARE301002,24,35,34,491,699,696,1298,1553,1547,2000,2100,2100,310,350,350,1.2,1.1,1.1,3.0,2.6,2.6,9.5,2.9,3.0
IARE301003,18,38,37,386,509,505,1019,1053,1052,1842,1800,1800,290,295,291,1.2,1.1,1.1,3.5,2.7,2.7,7.6,2.0,2.2
IARE301004,19,43,42,404,508,506,1083,983,985,1950,1950,1950,325,330,330,1.2,1.1,1.1,3.3,2.5,2.5,6.9,1.7,1.8
IARE301005,16,42,41,367,447,445,886,929,928,1647,1517,1517,250,240,240,1.2,1.1,1.1,3.5,2.5,2.6,11.3,2.5,2.8
IARE301006,17,38,37,362,465,463,939,1006,1004,1500,1517,1517,260,250,250,1.2,1.1,1.1,3.6,2.7,2.7,8.5,3.3,3.5
IARE301007,21,38,37,454,572,571,1167,1174,1174,2167,2065,2069,350,350,350,1.2,1.1,1.1,3.1,2.5,2.5,8.4,2.6,2.7
IARE301008,18,33,32,421,598,592,1097,1241,1234,1764,1733,1733,260,280,280,1.2,1.1,1.1,3.5,2.7,2.8,9.6,2.9,3.2
IARE301009,18,33,33,417,580,576,1148,1268,1263,1820,1800,1800,300,305,300,1.2,1.1,1.1,3.6,2.9,2.9,10.8,3.6,3.8
IARE301010,19,41,41,430,534,533,1071,1055,1056,2037,1889,1900,310,320,320,1.2,1.1,1.1,3.2,2.5,2.5,7.4,1.7,1.8
IARE301011,21,46,46,428,505,505,1036,946,947,1777,1733,1733,315,330,325,1.1,1.1,1.1,3.1,2.4,2.4,5.8,1.8,1.9
IARE301012,19,35,35,534,696,694,1489,1603,1600,2002,2000,2000,320,340,340,1.2,1.1,1.1,3.5,2.9,2.9,6.5,1.5,1.6
IARE301013,21,43,42,394,523,520,937,969,968,1753,1733,1733,275,280,280,1.2,1.1,1.1,3.0,2.3,2.3,8.0,2.1,2.2
IARE301014,21,40,39,438,611,608,1194,1369,1365,2000,2000,2000,300,350,350,1.2,1.1,1.1,3.3,2.7,2.7,7.7,1.6,1.8
IARE302001,17,44,43,358,489,483,870,886,885,1950,1560,1560,200,200,200,1.3,1.1,1.1,3.3,2.3,2.4,10.8,2.0,2.6
IARE302002,20,37,35,400,646,627,935,1187,1163,1733,1733,1733,210,265,260,1.3,1.1,1.1,3.3,2.4,2.5,15.2,2.4,3.6
IARE302003,23,41,39,352,611,595,848,1021,1002,1326,1709,1700,180,250,250,1.3,1.1,1.1,3.1,2.3,2.3,14.0,2.6,3.6
IARE302004,27,44,42,329,547,525,880,1024,1007,1733,1558,1560,170,170,170,1.4,1.1,1.1,3.2,2.4,2.5,13.6,2.4,3.3
IARE302005,19,47,46,297,464,455,764,863,859,1083,1300,1300,160,200,200,1.3,1.1,1.1,3.5,2.4,2.4,12.3,2.2,2.7
IARE302006,18,48,44,297,379,371,728,661,671,1040,1087,1083,180,158,170,1.4,1.1,1.2,3.5,2.2,2.4,15.0,3.4,4.7
IARE302007,20,44,42,404,496,487,870,913,908,1369,1300,1300,195,190,190,1.3,1.1,1.1,3.3,2.4,2.5,14.1,2.7,3.9
IARE302008,26,44,42,323,492,468,862,929,923,1083,1517,1517,150,130,136,1.5,1.2,1.2,3.7,2.5,2.5,26.2,3.9,5.6
IARE302009,22,43,39,330,484,450,826,837,836,1539,1408,1424,190,200,200,1.4,1.1,1.1,3.5,2.3,2.4,21.1,2.1,4.5
IARE302010,28,45,42,273,497,381,880,761,777,634,1311,1250,75,75,75,1.4,1.2,1.2,3.5,2.0,2.4,27.1,5.0,10.4
IARE302011,21,38,22,273,364,274,989,1166,997,0,0,0,120,47,120,1.7,1.2,1.7,5.0,2.2,4.9,48.4,0,47.3
IARE303001,24,35,25,249,1133,259,1057,1750,1178,0,0,0,85,14,80,1.9,1.1,1.8,5.6,1.7,5.0,60.0,0,50.7
IARE303002,25,39,37,334,487,449,790,732,740,1300,1000,1000,108,25,100,1.6,1.3,1.3,3.7,2.1,2.4,30.1,9.2,12.8
IARE303003,24,44,40,351,607,561,753,982,939,1950,1300,1300,180,180,180,1.4,1.1,1.2,3.0,2.1,2.3,14.5,2.8,4.8
IARE303004,24,36,25,291,749,294,848,1750,887,0,0,0,100,7,98,1.5,1.0,1.4,4.1,2.0,3.9,32.2,0,30.1
IARE303005,26,39,28,274,1022,285,1033,1607,1101,0,0,0,45,33,45,1.7,1.1,1.6,4.6,1.6,4.1,50.8,0,41.3
IARE303006,23,46,27,283,875,301,1048,919,1007,0,0,0,125,10,113,1.5,1.2,1.4,4.5,1.6,3.6,35.7,11.9,27.8
IARE303007,22,32,29,301,1262,883,1257,2515,2032,2000,2100,2000,95,175,110,1.4,1.1,1.2,3.8,2.6,3.0,20.5,2.0,8.2
IARE303008,20,37,22,372,848,440,900,1476,975,0,0,0,65,10,60,1.6,1.2,1.5,4.0,2.0,3.6,30.6,9.6,26.4
IARE303009,31,48,33,293,914,313,1006,1218,1038,0,0,0,85,30,77,1.6,1.0,1.5,3.9,1.5,3.5,32.6,0,28.0
IARE304001,24,42,39,417,604,573,809,936,919,433,886,831,100,70,76,1.3,1.1,1.1,2.9,2.2,2.3,10.4,2.7,4.1
IARE304002,23,41,30,285,762,421,931,1146,1033,498,900,793,100,38,90,1.7,1.2,1.5,4.5,2.0,3.3,38.2,3.3,20.7
IARE304003,24,35,33,426,965,864,1010,1457,1398,1200,1500,1350,130,74,92,1.3,1.1,1.2,3.3,2.4,2.6,15.0,3.0,5.5
IARE304004,21,31,30,474,1045,954,1358,2190,2062,1800,2000,2000,150,275,250,1.4,1.1,1.2,3.5,2.6,2.7,16.3,3.7,5.6
IARE305001,20,36,35,466,638,630,1019,1409,1392,1517,1626,1625,150,145,145,1.2,1.1,1.1,3.0,2.6,2.6,5.2,1.7,1.9
IARE305002,19,39,37,462,609,601,962,1047,1041,1000,1100,1100,140,100,105,1.2,1.1,1.1,3.2,2.4,2.4,9.3,2.1,2.6
IARE305003,18,44,43,351,426,423,802,834,833,1311,1365,1354,230,230,230,1.2,1.1,1.1,3.4,2.4,2.4,10.4,2.4,2.7
IARE305004,20,32,31,357,841,801,1195,2004,1952,2167,2000,2000,120,110,112,1.4,1.1,1.1,3.6,2.8,2.8,18.9,3.2,4.2
IARE305005,18,45,44,349,398,396,792,779,780,1411,1387,1387,240,235,235,1.2,1.1,1.1,3.3,2.4,2.4,9.2,2.0,2.3
IARE305006,19,36,35,482,697,689,1641,1727,1723,2167,2000,2000,250,300,300,1.2,1.1,1.1,3.4,2.7,2.7,9.4,2.5,2.8
IARE305007,25,31,31,884,1057,1052,2625,2579,2581,1950,1900,1907,60,64,63,1.2,1.1,1.1,3.2,2.8,2.9,7.2,2.3,2.5
IARE305008,23,46,44,347,450,440,673,798,788,1130,1000,1003,130,110,116,1.2,1.1,1.1,2.9,2.3,2.3,8.0,2.2,2.5
IARE305009,19,38,37,403,586,578,1028,1176,1166,1700,1690,1690,220,250,250,1.3,1.1,1.1,3.4,2.5,2.6,10.7,2.7,3.2
IARE306001,20,39,36,406,604,569,928,1040,1020,1239,1200,1200,150,100,120,1.3,1.1,1.1,3.4,2.5,2.6,10.7,1.9,3.4
IARE306002,28,40,39,612,648,643,1330,979,993,1300,650,650,100,75,80,1.2,1.1,1.1,2.7,2.3,2.3,3.5,2.4,2.5
IARE306003,21,49,22,281,333,282,792,100,786,0,0,0,75,0,75,1.5,2.0,1.5,4.3,3.5,4.3,30.9,100,31.7
IARE306004,16,43,43,354,421,419,817,810,810,1532,1387,1387,220,220,220,1.2,1.1,1.1,3.4,2.4,2.4,9.2,2.4,2.6
IARE306005,18,35,34,388,613,600,990,1226,1206,1525,1467,1473,220,250,250,1.3,1.1,1.1,3.6,2.6,2.6,9.9,2.0,2.5
IARE306006,19,42,41,344,491,486,797,904,900,1170,1296,1291,170,165,165,1.2,1.1,1.1,3.2,2.4,2.4,7.8,1.8,2.1
IARE306007,20,40,39,397,530,524,1158,1072,1077,1517,1300,1300,200,200,200,1.2,1.1,1.1,3.5,2.6,2.7,9.3,1.8,2.3
IARE306008,20,37,36,449,660,645,1043,1230,1209,1250,1408,1365,150,150,150,1.2,1.1,1.1,3.2,2.5,2.6,7.7,2.0,2.5
IARE306009,17,44,40,364,429,420,744,815,801,1019,1083,1064,155,170,160,1.3,1.1,1.1,3.3,2.4,2.5,16.7,2.1,3.8
IARE306010,18,39,37,398,591,568,1018,972,976,760,1083,1083,150,120,125,1.3,1.1,1.1,3.4,2.4,2.5,8.3,2.3,3.0
IARE306011,23,47,47,321,359,358,719,698,699,1079,1105,1100,180,180,180,1.2,1.1,1.1,3.2,2.3,2.4,7.0,2.8,3.0
IARE306012,21,48,39,402,533,500,876,895,890,521,520,520,94,50,85,1.4,1.1,1.1,3.3,2.0,2.3,10.3,1.3,3.7
IARE306013,18,40,40,370,455,452,930,875,877,1482,1300,1300,200,200,200,1.3,1.1,1.1,3.2,2.4,2.5,10.8,2.0,2.4
IARE306014,17,42,41,367,461,458,826,857,856,1127,1300,1300,210,200,200,1.2,1.1,1.1,3.4,2.4,2.5,12.2,2.0,2.4
IARE306015,18,37,36,409,562,558,931,1038,1033,1647,1517,1517,225,240,235,1.2,1.1,1.1,3.3,2.4,2.4,10.9,1.6,2.0
IARE306016,16,40,39,481,544,543,1469,1185,1193,1661,1600,1600,215,220,220,1.2,1.1,1.1,3.6,2.7,2.8,4.6,1.6,1.7
IARE306017,18,39,39,378,516,513,980,1073,1070,1517,1500,1500,200,185,190,1.2,1.1,1.1,3.4,2.7,2.7,4.8,2.2,2.3
IARE306018,20,39,38,379,519,514,910,989,985,910,1300,1300,178,140,144,1.3,1.1,1.1,3.1,2.5,2.5,10.2,2.5,2.8
IARE307001,21,35,27,525,1069,662,1261,1950,1516,1733,2058,1733,138,37,100,1.5,1.2,1.4,3.9,2.2,3.4,19.4,3.4,14.0
IARE307002,22,22,22,320,225,302,727,1583,751,0,0,0,60,20,60,1.3,1.0,1.3,3.8,2.3,3.7,21.4,0,20.0
IARE307003,20,42,22,312,356,315,855,1333,875,0,0,0,70,37,65,1.4,1.0,1.4,3.9,1.8,3.7,22.3,0,20.4
IARE307004,21,41,22,292,700,297,815,1468,850,0,0,0,74,0,72,1.3,1.3,1.3,3.9,3.1,3.8,17.2,0,16.5
IARE307005,24,39,25,297,700,315,952,3062,989,0,0,0,50,56,50,1.3,2.3,1.4,3.9,1.0,3.8,23.0,0,22.1
IARE308001,25,40,39,460,564,557,1188,1123,1133,1517,1603,1600,205,220,220,1.2,1.1,1.1,3.0,2.4,2.4,8.5,3.7,4.1
IARE308002,19,42,41,365,550,541,851,1025,1012,1300,1300,1300,180,180,180,1.3,1.1,1.1,3.2,2.4,2.5,11.0,2.2,2.7
IARE308003,18,39,37,338,504,487,805,1006,984,1000,1382,1350,165,195,189,1.3,1.1,1.1,3.3,2.4,2.5,10.1,2.2,3.0
IARE308004,25,40,40,438,524,519,808,978,966,1000,1023,1000,130,70,74,1.3,1.1,1.1,3.1,2.5,2.6,6.8,3.5,3.7
IARE308005,22,47,46,360,486,478,792,919,914,1133,1200,1200,149,152,150,1.2,1.1,1.1,3.3,2.3,2.4,12.9,1.6,2.1
IARE308006,19,35,35,516,737,728,1400,1626,1611,2167,2167,2167,295,330,330,1.3,1.1,1.1,3.5,2.6,2.7,11.6,2.5,3.0
IARE308007,20,41,40,516,628,624,1587,1449,1454,1817,1950,1950,190,200,200,1.2,1.1,1.1,3.4,2.7,2.8,10.9,3.8,4.1
IARE308008,19,34,34,627,666,665,1681,1536,1541,1907,2167,2167,238,226,228,1.3,1.1,1.1,3.6,2.8,2.8,16.7,2.9,3.5
IARE308009,22,45,23,283,1095,290,1158,1333,1169,0,0,0,105,16,100,1.9,1.1,1.8,5.0,1.9,4.8,57.1,0,52.7
IARE308010,21,37,37,446,663,659,1025,1194,1185,1350,1863,1850,250,290,290,1.3,1.1,1.1,3.0,2.4,2.4,9.2,2.4,2.6
IARE308011,21,39,38,482,643,635,1330,1512,1500,2058,1959,2000,231,300,300,1.2,1.1,1.1,3.6,2.6,2.7,8.2,3.7,3.9
IARE308012,16,32,31,437,705,691,1300,1546,1527,1885,1950,1950,270,315,310,1.3,1.1,1.1,3.8,2.8,2.9,11.4,1.9,2.6
IARE308013,21,34,34,437,690,677,1118,1330,1317,1738,1820,1820,240,280,280,1.3,1.1,1.1,3.2,2.4,2.5,13.8,2.3,3.0
